Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.3125,2017-09-15,2017-11-08,Regular Cash,2017-11-30,Quarter,2017-11-09
0.3125,2017-06-05,2017-08-08,Regular Cash,2017-08-31,Quarter,2017-08-10
0.3125,2017-02-22,2017-05-09,Regular Cash,2017-06-01,Quarter,2017-05-11
0.26,2016-11-30,2017-02-07,Regular Cash,2017-03-02,Quarter,2017-02-09
0.26,2016-09-16,2016-11-08,Regular Cash,2016-12-01,Quarter,2016-11-10
0.26,2016-06-08,2016-08-09,Regular Cash,2016-09-01,Quarter,2016-08-11
0.26,2016-03-29,2016-05-10,Regular Cash,2016-06-02,Quarter,2016-05-12
0.21,2015-12-09,2016-02-09,Regular Cash,2016-03-03,Quarter,2016-02-11
0.21,2015-09-18,2015-11-09,Regular Cash,2015-12-03,Quarter,2015-11-12
0.21,2015-06-11,2015-08-11,Regular Cash,2015-09-03,Quarter,2015-08-13
0.21,2015-02-25,2015-05-12,Regular Cash,2015-06-04,Quarter,2015-05-14
0.175,2014-12-10,2015-02-10,Regular Cash,2015-03-05,Quarter,2015-02-12
0.175,2014-09-11,2014-11-10,Regular Cash,2014-12-04,Quarter,2014-11-13
0.175,2014-06-11,2014-08-12,Regular Cash,2014-09-04,Quarter,2014-08-14
0.175,2014-02-26,2014-05-13,Regular Cash,2014-06-05,Quarter,2014-05-15
0.145,2013-12-03,2014-02-11,Regular Cash,2014-03-06,Quarter,2014-02-13
0.145,2013-09-20,2013-11-12,Regular Cash,2013-12-05,Quarter,2013-11-14
0.145,2013-06-11,2013-08-13,Regular Cash,2013-09-05,Quarter,2013-08-15
0.145,2013-02-27,2013-05-14,Regular Cash,2013-06-06,Quarter,2013-05-16
0.115,2012-11-29,2013-02-12,Regular Cash,2013-03-07,Quarter,2013-02-14
0.115,2012-09-20,2012-11-06,Regular Cash,2012-11-29,Quarter,2012-11-08
0.115,2012-06-13,2012-08-07,Regular Cash,2012-08-30,Quarter,2012-08-09
0.115,2012-02-22,2012-05-08,Regular Cash,2012-05-31,Quarter,2012-05-10
0.095,2011-12-01,2012-02-07,Regular Cash,2012-03-01,Quarter,2012-02-09
2.0,2012-01-05,2012-02-03,Stock Split,2012-02-02,None,2012-01-17
0.095,2011-09-08,2011-11-08,Regular Cash,2011-12-01,Quarter,2011-11-10
0.095,2011-06-14,2011-08-09,Regular Cash,2011-09-01,Quarter,2011-08-11
0.095,2011-02-23,2011-05-10,Regular Cash,2011-06-02,Quarter,2011-05-12
0.075,2010-11-30,2011-02-08,Regular Cash,2011-03-03,Quarter,2011-02-10
0.075,2010-09-09,2010-11-08,Regular Cash,2010-12-02,Quarter,2010-11-11
0.075,2010-06-02,2010-08-10,Regular Cash,2010-09-02,Quarter,2010-08-12
0.075,2010-02-24,2010-05-11,Regular Cash,2010-06-03,Quarter,2010-05-13
0.06,2009-12-01,2010-02-09,Regular Cash,2010-03-04,Quarter,2010-02-11
