Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
1.42,2017-11-09,2017-12-28,Regular Cash,2018-01-16,Quarter,2017-12-29
1.42,2017-09-14,2017-09-28,Regular Cash,2017-10-16,Quarter,2017-09-29
1.42,2017-05-18,2017-06-28,Regular Cash,2017-07-17,Quarter,2017-06-30
1.42,2017-02-01,2017-03-29,Regular Cash,2017-04-17,Quarter,2017-03-31
1.35,2016-11-10,2016-12-28,Regular Cash,2017-01-16,Quarter,2016-12-30
1.35,2016-09-12,2016-09-28,Regular Cash,2016-10-17,Quarter,2016-09-30
1.35,2016-05-19,2016-06-28,Regular Cash,2016-07-15,Quarter,2016-06-30
1.35,2016-02-03,2016-03-29,Regular Cash,2016-04-15,Quarter,2016-03-31
1.25,2015-11-12,2015-12-29,Regular Cash,2016-01-15,Quarter,2015-12-31
1.25,2015-09-02,2015-09-28,Regular Cash,2015-10-15,Quarter,2015-09-30
1.25,2015-05-22,2015-06-26,Regular Cash,2015-07-15,Quarter,2015-06-30
1.25,2015-01-28,2015-03-27,Regular Cash,2015-04-15,Quarter,2015-03-31
1.16,2014-11-19,2014-12-29,Regular Cash,2015-01-15,Quarter,2014-12-31
1.16,2014-09-04,2014-09-26,Regular Cash,2014-10-15,Quarter,2014-09-30
1.16,2014-05-21,2014-06-26,Regular Cash,2014-07-15,Quarter,2014-06-30
1.16,2014-01-29,2014-03-27,Regular Cash,2014-04-15,Quarter,2014-03-31
1.07,2013-11-20,2013-12-27,Regular Cash,2014-01-15,Quarter,2013-12-31
1.07,2013-09-10,2013-09-26,Regular Cash,2013-10-15,Quarter,2013-09-30
1.07,2013-05-22,2013-06-26,Regular Cash,2013-07-15,Quarter,2013-06-28
1.07,2013-01-30,2013-03-26,Regular Cash,2013-04-15,Quarter,2013-03-28
0.97,2012-11-08,2012-12-27,Regular Cash,2013-01-15,Quarter,2012-12-31
0.97,2012-09-07,2012-09-26,Regular Cash,2012-10-15,Quarter,2012-09-28
0.97,2012-05-23,2012-06-27,Regular Cash,2012-07-16,Quarter,2012-06-29
0.97,2012-02-01,2012-03-28,Regular Cash,2012-04-16,Quarter,2012-03-30
0.8925,2011-11-15,2011-12-28,Regular Cash,2012-01-17,Quarter,2011-12-30
0.8925,2011-09-15,2011-09-28,Regular Cash,2011-10-17,Quarter,2011-09-30
0.8925,2011-05-12,2011-06-28,Regular Cash,2011-07-15,Quarter,2011-06-30
0.8925,2011-02-16,2011-03-30,Regular Cash,2011-04-15,Quarter,2011-04-01
0.8925,2010-12-08,2010-12-28,Regular Cash,2011-01-18,Quarter,2010-12-30
0.8925,2010-09-07,2010-09-29,Regular Cash,2010-10-15,Quarter,2010-10-01
0.8925,2010-05-19,2010-06-28,Regular Cash,2010-07-15,Quarter,2010-06-30
0.8925,2010-02-10,2010-03-29,Regular Cash,2010-04-15,Quarter,2010-03-31
