Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.36,2017-11-07,2017-12-14,Regular Cash,2018-01-12,Quarter,2017-12-15
0.36,2017-08-03,2017-09-14,Regular Cash,2017-10-13,Quarter,2017-09-15
0.36,2017-05-09,2017-06-13,Regular Cash,2017-07-14,Quarter,2017-06-15
0.34,2017-02-21,2017-03-13,Regular Cash,2017-04-13,Quarter,2017-03-15
0.34,2016-11-08,2016-12-13,Regular Cash,2017-01-13,Quarter,2016-12-15
0.34,2016-08-04,2016-09-13,Regular Cash,2016-10-14,Quarter,2016-09-15
0.34,2016-05-17,2016-06-13,Regular Cash,2016-07-15,Quarter,2016-06-15
0.32,2016-02-24,2016-03-11,Regular Cash,2016-04-15,Quarter,2016-03-15
0.32,2015-11-03,2015-12-11,Regular Cash,2016-01-15,Quarter,2015-12-15
0.32,2015-08-12,2015-09-11,Regular Cash,2015-10-15,Quarter,2015-09-15
0.31,2015-05-05,2015-06-11,Regular Cash,2015-07-15,Quarter,2015-06-15
0.31,2015-02-25,2015-03-11,Regular Cash,2015-04-15,Quarter,2015-03-13
0.31,2014-11-04,2014-12-11,Regular Cash,2015-01-15,Quarter,2014-12-15
0.31,2014-08-05,2014-09-11,Regular Cash,2014-10-15,Quarter,2014-09-15
0.3,2014-05-07,2014-06-11,Regular Cash,2014-07-15,Quarter,2014-06-13
0.3,2014-02-26,2014-03-12,Regular Cash,2014-04-15,Quarter,2014-03-14
0.3,2013-11-05,2013-12-11,Regular Cash,2014-01-15,Quarter,2013-12-13
0.3,2013-08-08,2013-09-11,Regular Cash,2013-10-15,Quarter,2013-09-13
0.29,2013-05-09,2013-06-12,Regular Cash,2013-07-15,Quarter,2013-06-14
0.29,2013-02-28,2013-03-13,Regular Cash,2013-04-15,Quarter,2013-03-15
0.29,2012-11-08,2012-12-06,Regular Cash,2012-12-27,Quarter,2012-12-10
0.29,2012-08-08,2012-09-12,Regular Cash,2012-10-15,Quarter,2012-09-14
0.28,2012-05-10,2012-06-13,Regular Cash,2012-07-13,Quarter,2012-06-15
0.28,2012-02-23,2012-03-13,Regular Cash,2012-04-13,Quarter,2012-03-15
0.28,2011-11-10,2011-12-13,Regular Cash,2012-01-13,Quarter,2011-12-15
0.28,2011-08-02,2011-09-13,Regular Cash,2011-10-14,Quarter,2011-09-15
0.27,2011-05-12,2011-06-13,Regular Cash,2011-07-15,Quarter,2011-06-15
0.27,2011-02-24,2011-03-11,Regular Cash,2011-04-15,Quarter,2011-03-15
0.27,2010-11-11,2010-12-13,Regular Cash,2011-01-14,Quarter,2010-12-15
0.27,2010-08-04,2010-09-13,Regular Cash,2010-10-15,Quarter,2010-09-15
0.26,2010-05-13,2010-06-11,Regular Cash,2010-07-15,Quarter,2010-06-15
0.26,2010-02-25,2010-03-11,Regular Cash,2010-04-15,Quarter,2010-03-15
