Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
1.85,2017-10-27,2017-11-15,Regular Cash,2017-11-30,Quarter,2017-11-16
1.8,2017-08-01,2017-08-15,Regular Cash,2017-08-31,Quarter,2017-08-17
1.75,2017-04-27,2017-05-15,Regular Cash,2017-05-31,Quarter,2017-05-17
1.75,2017-01-31,2017-02-10,Regular Cash,2017-02-28,Quarter,2017-02-14
1.65,2016-10-26,2016-11-14,Regular Cash,2016-11-30,Quarter,2016-11-16
1.65,2016-07-27,2016-08-15,Regular Cash,2016-08-31,Quarter,2016-08-17
1.6,2016-04-26,2016-05-13,Regular Cash,2016-05-31,Quarter,2016-05-17
1.6,2016-01-29,2016-02-10,Regular Cash,2016-02-29,Quarter,2016-02-12
1.6,2015-10-27,2015-11-12,Regular Cash,2015-11-30,Quarter,2015-11-16
1.55,2015-07-24,2015-08-13,Regular Cash,2015-08-31,Quarter,2015-08-17
1.5,2015-04-24,2015-05-13,Regular Cash,2015-05-29,Quarter,2015-05-15
1.4,2015-01-30,2015-02-11,Regular Cash,2015-02-27,Quarter,2015-02-13
1.3,2014-10-22,2014-11-12,Regular Cash,2014-11-28,Quarter,2014-11-14
1.3,2014-07-23,2014-08-13,Regular Cash,2014-08-29,Quarter,2014-08-15
0.5,2013-12-13,2014-05-29,Spinoff,2014-05-28,None,2014-05-16
1.3,2014-04-22,2014-05-14,Regular Cash,2014-05-30,Quarter,2014-05-16
1.25,2014-01-31,2014-02-12,Regular Cash,2014-02-28,Quarter,2014-02-14
1.2,2013-10-25,2013-11-13,Regular Cash,2013-11-29,Quarter,2013-11-15
1.15,2013-07-29,2013-08-14,Regular Cash,2013-08-30,Quarter,2013-08-16
1.15,2013-04-26,2013-05-15,Regular Cash,2013-05-31,Quarter,2013-05-17
1.15,2013-02-04,2013-02-12,Regular Cash,2013-02-28,Quarter,2013-02-14
1.1,2012-10-25,2012-11-14,Regular Cash,2012-11-30,Quarter,2012-11-16
1.05,2012-07-24,2012-08-15,Regular Cash,2012-08-31,Quarter,2012-08-17
1.0,2012-04-27,2012-05-15,Regular Cash,2012-05-31,Quarter,2012-05-17
0.95,2012-02-03,2012-02-13,Regular Cash,2012-02-29,Quarter,2012-02-15
0.2,2011-10-25,2011-12-14,Special Cash,2011-12-30,None,2011-12-16
0.9,2011-10-25,2011-11-14,Regular Cash,2011-11-30,Quarter,2011-11-16
0.8,2011-07-26,2011-08-15,Regular Cash,2011-08-31,Quarter,2011-08-17
0.8,2011-04-29,2011-05-13,Regular Cash,2011-05-31,Quarter,2011-05-17
0.8,2011-02-04,2011-02-10,Regular Cash,2011-02-28,Quarter,2011-02-14
0.8,2010-11-01,2010-11-12,Regular Cash,2010-11-30,Quarter,2010-11-16
0.6,2010-07-30,2010-08-13,Regular Cash,2010-08-31,Quarter,2010-08-17
0.6,2010-04-30,2010-05-12,Regular Cash,2010-05-28,Quarter,2010-05-14
0.6,2010-02-05,2010-02-11,Regular Cash,2010-02-26,Quarter,2010-02-16
