Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.14,2017-10-25,2017-11-14,Regular Cash,2017-12-01,Quarter,2017-11-15
0.14,2017-07-18,2017-08-11,Regular Cash,2017-09-01,Quarter,2017-08-15
0.14,2017-04-06,2017-05-11,Regular Cash,2017-06-01,Quarter,2017-05-15
0.14,2017-01-18,2017-02-13,Regular Cash,2017-03-01,Quarter,2017-02-15
0.14,2016-10-27,2016-11-10,Regular Cash,2016-12-01,Quarter,2016-11-15
0.333333,2016-03-30,2016-10-03,Stock Split,,None,
0.125,2015-08-04,2016-10-03,Spinoff,2016-10-01,None,2016-09-23
0.125,2015-08-04,2016-10-03,Spinoff,2016-10-01,None,2016-09-23
0.78,2016-07-21,2016-08-11,Regular Cash,2016-09-01,Quarter,2016-08-15
0.78,2016-04-07,2016-05-11,Regular Cash,2016-06-01,Quarter,2016-05-13
0.78,2016-01-12,2016-02-11,Regular Cash,2016-03-01,Quarter,2016-02-16
0.78,2015-10-22,2015-11-10,Regular Cash,2015-12-01,Quarter,2015-11-13
0.78,2015-07-23,2015-08-12,Regular Cash,2015-09-01,Quarter,2015-08-14
0.78,2015-04-16,2015-05-13,Regular Cash,2015-06-01,Quarter,2015-05-15
0.78,2015-01-15,2015-02-11,Regular Cash,2015-03-02,Quarter,2015-02-13
0.78,2014-10-29,2014-11-12,Regular Cash,2014-12-01,Quarter,2014-11-14
0.78,2014-07-24,2014-08-13,Regular Cash,2014-09-02,Quarter,2014-08-15
0.78,2014-04-10,2014-05-13,Regular Cash,2014-06-02,Quarter,2014-05-15
0.78,2014-01-09,2014-01-22,Regular Cash,2014-03-03,Quarter,2014-01-24
0.78,2013-10-24,2013-11-12,Regular Cash,2013-12-02,Quarter,2013-11-14
0.78,2013-07-26,2013-08-13,Regular Cash,2013-09-03,Quarter,2013-08-15
0.78,2013-04-11,2013-04-24,Regular Cash,2013-06-03,Quarter,2013-04-26
0.78,2013-01-10,2013-01-23,Regular Cash,2013-03-01,Quarter,2013-01-25
0.78,2012-10-24,2012-11-06,Regular Cash,2012-12-03,Quarter,2012-11-08
0.78,2012-07-19,2012-08-08,Regular Cash,2012-09-04,Quarter,2012-08-10
0.78,2012-04-05,2012-04-18,Regular Cash,2012-06-01,Quarter,2012-04-20
0.78,2012-01-13,2012-01-25,Regular Cash,2012-03-01,Quarter,2012-01-27
0.78,2011-10-26,2011-11-08,Regular Cash,2011-12-01,Quarter,2011-11-10
0.78,2011-07-21,2011-08-03,Regular Cash,2011-09-01,Quarter,2011-08-05
0.78,2011-04-07,2011-04-19,Regular Cash,2011-06-01,Quarter,2011-04-22
0.78,2011-01-13,2011-01-26,Regular Cash,2011-03-01,Quarter,2011-01-28
0.78,2010-10-27,2010-11-08,Regular Cash,2010-12-01,Quarter,2010-11-11
0.78,2010-07-21,2010-08-03,Regular Cash,2010-09-01,Quarter,2010-08-05
0.78,2010-04-14,2010-04-27,Regular Cash,2010-06-01,Quarter,2010-04-29
0.78,2010-01-07,2010-01-20,Regular Cash,2010-03-01,Quarter,2010-01-22
