Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.9,2017-12-04,2017-12-28,Regular Cash,2018-01-15,Quarter,2017-12-29
0.86,2017-09-06,2017-09-28,Regular Cash,2017-10-16,Quarter,2017-09-29
0.86,2017-06-05,2017-06-28,Regular Cash,2017-07-17,Quarter,2017-06-30
0.83,2017-03-06,2017-03-29,Regular Cash,2017-04-17,Quarter,2017-03-31
0.83,2016-12-05,2016-12-28,Regular Cash,2017-01-17,Quarter,2016-12-30
0.8,2016-09-06,2016-09-28,Regular Cash,2016-10-17,Quarter,2016-09-30
0.8,2016-06-06,2016-06-28,Regular Cash,2016-07-15,Quarter,2016-06-30
0.8,2016-03-07,2016-03-29,Regular Cash,2016-04-15,Quarter,2016-03-31
0.77,2015-12-08,2015-12-29,Regular Cash,2016-01-15,Quarter,2015-12-31
0.77,2015-09-14,2015-09-28,Regular Cash,2015-10-15,Quarter,2015-09-30
0.77,2015-06-08,2015-06-26,Regular Cash,2015-07-15,Quarter,2015-06-30
0.74,2015-03-16,2015-03-27,Regular Cash,2015-04-15,Quarter,2015-03-31
0.74,2014-12-01,2014-12-29,Regular Cash,2015-01-15,Quarter,2014-12-31
0.72,2014-09-15,2014-09-26,Regular Cash,2014-10-15,Quarter,2014-09-30
0.72,2014-06-16,2014-06-26,Regular Cash,2014-07-15,Quarter,2014-06-30
0.7,2014-03-17,2014-03-27,Regular Cash,2014-04-15,Quarter,2014-03-31
0.68,2013-12-11,2013-12-27,Regular Cash,2014-01-15,Quarter,2013-12-31
0.68,2013-09-10,2013-09-26,Regular Cash,2013-10-15,Quarter,2013-09-30
0.65,2013-06-13,2013-06-26,Regular Cash,2013-07-15,Quarter,2013-06-28
0.6,2013-03-14,2013-03-26,Regular Cash,2013-04-15,Quarter,2013-03-28
0.56,2012-11-27,2012-12-27,Regular Cash,2013-01-15,Quarter,2012-12-31
0.53,2012-09-10,2012-09-26,Regular Cash,2012-10-15,Quarter,2012-09-28
0.51,2012-06-12,2012-06-27,Regular Cash,2012-07-16,Quarter,2012-06-29
0.49,2012-03-08,2012-03-28,Regular Cash,2012-04-13,Quarter,2012-03-30
0.49,2011-12-01,2011-12-28,Regular Cash,2012-01-17,Quarter,2011-12-30
0.47,2011-09-14,2011-09-28,Regular Cash,2011-10-17,Quarter,2011-09-30
0.45,2011-06-14,2011-06-28,Regular Cash,2011-07-15,Quarter,2011-06-30
0.45,2011-03-21,2011-03-29,Regular Cash,2011-04-15,Quarter,2011-03-31
0.45,2010-11-29,2010-12-29,Regular Cash,2011-01-17,Quarter,2010-12-31
0.35,2010-09-14,2010-09-29,Regular Cash,2010-10-15,Quarter,2010-10-01
0.35,2010-06-14,2010-06-29,Regular Cash,2010-07-15,Quarter,2010-07-01
0.35,2010-03-16,2010-03-30,Regular Cash,2010-04-15,Quarter,2010-04-01
