Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.12,2017-11-13,2017-12-26,Regular Cash,2018-01-25,Quarter,2017-12-27
0.24,2017-09-07,2017-09-15,Regular Cash,2017-10-25,Quarter,2017-09-18
0.24,2017-06-09,2017-06-15,Regular Cash,2017-07-25,Quarter,2017-06-19
0.24,2017-02-10,2017-02-23,Regular Cash,2017-04-25,Quarter,2017-02-27
0.24,2016-12-09,2016-12-22,Regular Cash,2017-01-25,Quarter,2016-12-27
0.23,2016-09-09,2016-09-15,Regular Cash,2016-10-25,Quarter,2016-09-19
0.23,2016-06-10,2016-06-16,Regular Cash,2016-07-25,Quarter,2016-06-20
0.23,2016-02-12,2016-02-25,Regular Cash,2016-04-25,Quarter,2016-02-29
0.23,2015-12-11,2015-12-17,Regular Cash,2016-01-25,Quarter,2015-12-21
1.0505,2013-11-15,2015-11-17,Split-Off,,None,
0.23,2015-09-11,2015-09-17,Regular Cash,2015-10-26,Quarter,2015-09-21
0.23,2015-06-05,2015-06-18,Regular Cash,2015-07-27,Quarter,2015-06-22
0.23,2015-02-06,2015-02-19,Regular Cash,2015-04-27,Quarter,2015-02-23
0.23,2014-12-12,2014-12-18,Regular Cash,2015-01-26,Quarter,2014-12-22
0.22,2014-09-05,2014-09-18,Regular Cash,2014-10-27,Quarter,2014-09-22
0.22,2014-06-06,2014-06-19,Regular Cash,2014-07-25,Quarter,2014-06-23
0.22,2014-02-07,2014-02-20,Regular Cash,2014-04-25,Quarter,2014-02-24
0.22,2013-12-13,2013-12-19,Regular Cash,2014-01-27,Quarter,2013-12-23
0.19,2013-09-13,2013-09-19,Regular Cash,2013-10-25,Quarter,2013-09-23
0.19,2013-06-14,2013-06-20,Regular Cash,2013-07-25,Quarter,2013-06-24
0.19,2013-02-15,2013-02-21,Regular Cash,2013-04-25,Quarter,2013-02-25
0.19,2012-12-14,2012-12-20,Regular Cash,2013-01-25,Quarter,2012-12-24
0.17,2012-09-07,2012-09-20,Regular Cash,2012-10-25,Quarter,2012-09-24
0.17,2012-06-08,2012-06-21,Regular Cash,2012-07-25,Quarter,2012-06-25
0.17,2012-02-10,2012-02-23,Regular Cash,2012-04-25,Quarter,2012-02-27
0.17,2011-12-09,2011-12-22,Regular Cash,2012-01-25,Quarter,2011-12-27
0.15,2011-09-02,2011-09-15,Regular Cash,2011-10-25,Quarter,2011-09-19
0.15,2011-04-21,2011-06-16,Regular Cash,2011-07-25,Quarter,2011-06-20
0.14,2011-02-11,2011-02-24,Regular Cash,2011-04-25,Quarter,2011-02-28
0.14,2010-12-10,2010-12-22,Regular Cash,2011-01-25,Quarter,2010-12-27
0.12,2010-07-23,2010-09-16,Regular Cash,2010-10-25,Quarter,2010-09-20
0.1,2010-06-11,2010-06-17,Regular Cash,2010-07-26,Quarter,2010-06-21
0.1,2010-02-12,2010-02-25,Regular Cash,2010-04-26,Quarter,2010-03-01
