Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
-2.4245362661989844e-14,2016-12-01,2016-12-01,Discontinued,,Suspend,
0.08,2016-08-04,2016-08-16,Regular Cash,2016-09-08,Quarter,2016-08-18
0.08,2016-05-06,2016-05-25,Regular Cash,2016-06-09,Quarter,2016-05-27
0.08,2016-02-26,2016-03-09,Regular Cash,2016-03-24,Quarter,2016-03-11
0.08,2015-12-10,2015-12-17,Regular Cash,2015-12-30,Quarter,2015-12-21
0.18,2015-07-30,2015-08-17,Regular Cash,2015-09-16,Quarter,2015-08-19
0.18,2015-05-01,2015-05-22,Regular Cash,2015-06-17,Quarter,2015-05-27
0.18,2015-02-26,2015-03-09,Regular Cash,2015-03-25,Quarter,2015-03-11
0.18,2014-12-05,2014-12-12,Regular Cash,2014-12-24,Quarter,2014-12-16
0.18,2014-07-31,2014-08-18,Regular Cash,2014-09-17,Quarter,2014-08-20
0.18,2014-05-01,2014-06-03,Regular Cash,2014-06-18,Quarter,2014-06-05
0.18,2014-02-27,2014-03-10,Regular Cash,2014-03-26,Quarter,2014-03-12
0.18,2013-12-12,2013-12-18,Regular Cash,2013-12-27,Quarter,2013-12-20
0.18,2013-08-02,2013-08-19,Regular Cash,2013-09-18,Quarter,2013-08-21
0.18,2013-05-02,2013-05-20,Regular Cash,2013-06-19,Quarter,2013-05-22
0.18,2013-02-28,2013-03-11,Regular Cash,2013-03-27,Quarter,2013-03-13
0.18,2012-12-06,2012-12-13,Regular Cash,2012-12-28,Quarter,2012-12-17
0.18,2012-09-07,2012-09-17,Regular Cash,2012-09-28,Quarter,2012-09-19
0.18,2012-05-11,2012-05-25,Regular Cash,2012-06-20,Quarter,2012-05-30
0.18,2012-02-23,2012-03-12,Regular Cash,2012-03-28,Quarter,2012-03-14
0.18,2011-12-09,2011-12-16,Regular Cash,2011-12-29,Quarter,2011-12-20
0.18,2011-09-09,2011-09-16,Regular Cash,2011-09-28,Quarter,2011-09-20
0.18,2011-04-29,2011-05-24,Regular Cash,2011-06-17,Quarter,2011-05-26
0.18,2011-02-25,2011-03-09,Regular Cash,2011-03-29,Quarter,2011-03-11
0.18,2010-12-10,2010-12-17,Regular Cash,2010-12-30,Quarter,2010-12-21
0.18,2010-09-02,2010-09-14,Regular Cash,2010-09-27,Quarter,2010-09-16
0.18,2010-05-07,2010-05-25,Regular Cash,2010-06-17,Quarter,2010-05-27
0.18,2010-02-25,2010-03-09,Regular Cash,2010-03-26,Quarter,2010-03-11
