Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.155,2017-10-04,2017-11-15,Regular Cash,2017-12-15,Quarter,2017-11-16
0.155,2017-07-19,2017-08-29,Regular Cash,2017-09-29,Quarter,2017-08-31
0.155,2017-04-27,2017-05-26,Regular Cash,2017-06-30,Quarter,2017-05-31
0.155,2017-02-01,2017-02-24,Regular Cash,2017-03-31,Quarter,2017-02-28
0.135,2016-10-05,2016-11-15,Regular Cash,2016-12-15,Quarter,2016-11-17
0.135,2016-07-20,2016-08-29,Regular Cash,2016-09-30,Quarter,2016-08-31
0.135,2016-04-28,2016-05-26,Regular Cash,2016-06-30,Quarter,2016-05-31
0.135,2016-02-03,2016-02-23,Regular Cash,2016-03-31,Quarter,2016-02-25
0.12,2015-10-07,2015-11-10,Regular Cash,2015-12-11,Quarter,2015-11-13
0.12,2015-07-15,2015-08-27,Regular Cash,2015-09-30,Quarter,2015-08-31
0.12,2015-04-29,2015-05-27,Regular Cash,2015-06-30,Quarter,2015-05-29
0.12,2014-12-03,2015-02-25,Regular Cash,2015-03-31,Quarter,2015-02-27
0.1,2014-10-01,2014-11-12,Regular Cash,2014-12-12,Quarter,2014-11-14
0.1,2014-07-16,2014-08-27,Regular Cash,2014-09-30,Quarter,2014-08-29
0.1,2014-04-29,2014-05-28,Regular Cash,2014-06-30,Quarter,2014-05-30
0.1,2014-02-05,2014-02-26,Regular Cash,2014-03-31,Quarter,2014-02-28
0.1,2013-10-02,2013-11-13,Regular Cash,2013-12-13,Quarter,2013-11-15
0.1,2013-07-17,2013-08-28,Regular Cash,2013-09-30,Quarter,2013-08-30
0.1,2013-04-24,2013-05-29,Regular Cash,2013-06-28,Quarter,2013-05-31
0.09,2013-02-06,2013-02-26,Regular Cash,2013-03-28,Quarter,2013-02-28
0.09,2012-10-03,2012-11-14,Regular Cash,2012-12-14,Quarter,2012-11-16
0.075,2012-07-18,2012-08-29,Regular Cash,2012-09-28,Quarter,2012-08-31
0.075,2012-04-26,2012-05-29,Regular Cash,2012-06-29,Quarter,2012-05-31
0.075,2012-02-01,2012-02-27,Regular Cash,2012-03-30,Quarter,2012-02-29
0.075,2011-10-05,2011-11-14,Regular Cash,2011-12-16,Quarter,2011-11-16
0.05,2011-07-20,2011-08-29,Regular Cash,2011-09-30,Quarter,2011-08-31
0.05,2011-04-27,2011-05-26,Regular Cash,2011-06-30,Quarter,2011-05-31
0.05,2011-02-02,2011-02-24,Regular Cash,2011-03-31,Quarter,2011-02-28
0.05,2010-10-06,2010-11-15,Regular Cash,2010-12-17,Quarter,2010-11-17
0.05,2010-07-21,2010-08-26,Regular Cash,2010-09-30,Quarter,2010-08-30
0.05,2010-04-29,2010-05-26,Regular Cash,2010-06-30,Quarter,2010-05-28
0.05,2010-02-03,2010-02-24,Regular Cash,2010-03-31,Quarter,2010-02-26
