Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.2725,2017-09-14,2017-11-06,Regular Cash,2017-12-01,Quarter,2017-11-07
0.2725,2017-07-21,2017-08-03,Regular Cash,2017-09-01,Quarter,2017-08-07
0.2725,2017-03-23,2017-05-03,Regular Cash,2017-06-01,Quarter,2017-05-07
0.26,2017-01-23,2017-02-03,Regular Cash,2017-03-01,Quarter,2017-02-07
0.26,2016-09-15,2016-11-03,Regular Cash,2016-12-01,Quarter,2016-11-07
0.26,2016-07-12,2016-08-03,Regular Cash,2016-09-01,Quarter,2016-08-07
0.26,2016-03-17,2016-05-04,Regular Cash,2016-06-01,Quarter,2016-05-07
0.26,2016-01-22,2016-02-03,Regular Cash,2016-03-01,Quarter,2016-02-07
0.24,2015-09-11,2015-11-04,Regular Cash,2015-12-01,Quarter,2015-11-07
0.24,2015-07-23,2015-08-05,Regular Cash,2015-09-01,Quarter,2015-08-07
0.24,2015-03-19,2015-05-05,Regular Cash,2015-06-01,Quarter,2015-05-07
0.24,2014-11-20,2015-02-04,Regular Cash,2015-03-01,Quarter,2015-02-07
0.225,2014-09-12,2014-11-05,Regular Cash,2014-12-01,Quarter,2014-11-07
0.225,2014-07-24,2014-08-05,Regular Cash,2014-09-01,Quarter,2014-08-07
0.225,2014-03-19,2014-05-05,Regular Cash,2014-06-01,Quarter,2014-05-07
0.225,2014-01-23,2014-02-05,Regular Cash,2014-03-01,Quarter,2014-02-07
0.225,2013-09-25,2013-11-05,Regular Cash,2013-12-01,Quarter,2013-11-07
0.225,2013-07-25,2013-08-05,Regular Cash,2013-09-01,Quarter,2013-08-07
0.225,2013-03-21,2013-05-03,Regular Cash,2013-06-01,Quarter,2013-05-07
0.225,2013-01-23,2013-02-05,Regular Cash,2013-03-01,Quarter,2013-02-07
0.225,2012-09-24,2012-11-05,Regular Cash,2012-12-01,Quarter,2012-11-07
0.225,2012-05-07,2012-08-03,Regular Cash,2012-09-01,Quarter,2012-08-07
0.21,2012-03-22,2012-05-03,Regular Cash,2012-06-01,Quarter,2012-05-07
0.21,2012-01-25,2012-02-03,Regular Cash,2012-03-01,Quarter,2012-02-07
0.21,2011-09-22,2011-11-03,Regular Cash,2011-12-01,Quarter,2011-11-07
0.21,2011-05-11,2011-08-03,Regular Cash,2011-09-01,Quarter,2011-08-07
0.1812,2011-03-18,2011-05-04,Regular Cash,2011-06-01,Quarter,2011-05-07
0.1812,2010-11-12,2011-02-03,Regular Cash,2011-03-01,Quarter,2011-02-07
0.1575,2010-09-24,2010-11-03,Regular Cash,2010-12-01,Quarter,2010-11-07
0.1575,2010-07-22,2010-08-04,Regular Cash,2010-09-01,Quarter,2010-08-07
0.1575,2010-03-19,2010-05-05,Regular Cash,2010-06-01,Quarter,2010-05-07
0.1575,2009-11-16,2010-02-03,Regular Cash,2010-03-01,Quarter,2010-02-07
