Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.29,2012-04-24,2012-06-04,Regular Cash,2012-07-02,Quarter,2012-06-01
0.29,2012-02-21,2012-02-29,Regular Cash,2012-04-02,Quarter,2012-03-02
0.29,2011-10-25,2011-11-29,Regular Cash,2012-01-03,Quarter,2011-12-01
0.29,2011-07-22,2011-08-30,Regular Cash,2011-10-03,Quarter,2011-09-01
0.29,2011-04-19,2011-05-27,Regular Cash,2011-07-01,Quarter,2011-06-01
0.29,2011-02-15,2011-02-25,Regular Cash,2011-04-01,Quarter,2011-03-01
0.29,2010-10-12,2010-11-29,Regular Cash,2010-12-30,Quarter,2010-12-01
0.27,2010-07-16,2010-08-30,Regular Cash,2010-10-01,Quarter,2010-09-01
0.27,2010-04-20,2010-05-27,Regular Cash,2010-07-01,Quarter,2010-06-01
0.27,2010-02-16,2010-02-25,Regular Cash,2010-04-01,Quarter,2010-03-01
