Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.6125,2017-10-26,2017-12-11,Regular Cash,2018-01-01,Quarter,2017-12-12
0.6125,2017-08-03,2017-09-08,Regular Cash,2017-10-01,Quarter,2017-09-11
0.6125,2017-04-27,2017-06-08,Regular Cash,2017-07-01,Quarter,2017-06-12
0.6125,2017-02-16,2017-03-08,Regular Cash,2017-04-01,Quarter,2017-03-10
0.575,2016-10-27,2016-12-08,Regular Cash,2017-01-01,Quarter,2016-12-12
0.575,2016-07-28,2016-09-08,Regular Cash,2016-10-01,Quarter,2016-09-12
0.575,2016-04-28,2016-06-08,Regular Cash,2016-07-01,Quarter,2016-06-10
0.575,2016-02-18,2016-03-08,Regular Cash,2016-04-01,Quarter,2016-03-10
0.545,2015-10-29,2015-12-08,Regular Cash,2016-01-01,Quarter,2015-12-10
0.545,2015-07-30,2015-09-08,Regular Cash,2015-10-01,Quarter,2015-09-10
0.545,2015-04-30,2015-06-08,Regular Cash,2015-07-01,Quarter,2015-06-10
0.545,2015-02-19,2015-03-06,Regular Cash,2015-04-01,Quarter,2015-03-10
0.525,2014-10-30,2014-12-08,Regular Cash,2015-01-01,Quarter,2014-12-10
0.525,2014-07-31,2014-09-08,Regular Cash,2014-10-01,Quarter,2014-09-10
0.525,2014-04-24,2014-06-06,Regular Cash,2014-07-01,Quarter,2014-06-10
0.525,2014-02-20,2014-03-06,Regular Cash,2014-04-01,Quarter,2014-03-10
0.5075,2013-10-31,2013-12-06,Regular Cash,2014-01-01,Quarter,2013-12-10
0.5075,2013-07-31,2013-09-06,Regular Cash,2013-10-01,Quarter,2013-09-10
0.5075,2013-04-25,2013-06-06,Regular Cash,2013-07-01,Quarter,2013-06-10
0.5075,2013-02-20,2013-03-07,Regular Cash,2013-04-01,Quarter,2013-03-11
0.495,2012-10-24,2012-12-06,Regular Cash,2013-01-01,Quarter,2012-12-10
0.495,2012-08-02,2012-09-06,Regular Cash,2012-10-01,Quarter,2012-09-10
0.495,2012-05-03,2012-06-07,Regular Cash,2012-07-01,Quarter,2012-06-11
0.495,2012-02-15,2012-03-07,Regular Cash,2012-04-01,Quarter,2012-03-09
0.485,2011-10-26,2011-12-07,Regular Cash,2012-01-01,Quarter,2011-12-09
0.485,2011-08-11,2011-09-07,Regular Cash,2011-10-01,Quarter,2011-09-09
0.485,2011-04-21,2011-06-08,Regular Cash,2011-07-01,Quarter,2011-06-10
0.485,2011-02-11,2011-03-08,Regular Cash,2011-04-01,Quarter,2011-03-10
0.475,2010-10-27,2010-12-08,Regular Cash,2011-01-01,Quarter,2010-12-10
0.475,2010-07-29,2010-09-08,Regular Cash,2010-10-01,Quarter,2010-09-10
0.475,2010-05-06,2010-06-08,Regular Cash,2010-07-01,Quarter,2010-06-10
0.475,2010-02-11,2010-03-08,Regular Cash,2010-04-01,Quarter,2010-03-10
