Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.5,2017-10-26,2017-11-15,Regular Cash,2017-11-28,Quarter,2017-11-16
0.5,2017-07-25,2017-08-08,Regular Cash,2017-08-22,Quarter,2017-08-10
0.5,2017-04-25,2017-05-09,Regular Cash,2017-05-23,Quarter,2017-05-11
0.5,2017-01-26,2017-02-10,Regular Cash,2017-02-28,Quarter,2017-02-14
0.5,2016-11-02,2016-11-15,Regular Cash,2016-11-29,Quarter,2016-11-17
0.5,2016-07-28,2016-08-09,Regular Cash,2016-08-23,Quarter,2016-08-11
0.5,2016-05-05,2016-05-13,Regular Cash,2016-05-26,Quarter,2016-05-17
0.5,2016-02-11,2016-02-19,Regular Cash,2016-03-02,Quarter,2016-02-23
0.5,2015-10-15,2015-11-09,Regular Cash,2015-11-24,Quarter,2015-11-12
0.5,2015-07-29,2015-08-07,Regular Cash,2015-08-20,Quarter,2015-08-11
0.5,2015-04-28,2015-05-07,Regular Cash,2015-05-21,Quarter,2015-05-11
1.5,2015-02-03,2015-02-11,Regular Cash,2015-02-23,Quarter,2015-02-13
1.0,2014-10-28,2014-11-07,Special Cash,2014-11-25,None,2014-11-12
1.5,2014-10-28,2014-11-07,Regular Cash,2014-11-25,Quarter,2014-11-12
1.25,2014-07-29,2014-08-08,Regular Cash,2014-08-26,Quarter,2014-08-12
1.25,2014-05-01,2014-05-13,Regular Cash,2014-05-29,Quarter,2014-05-15
1.25,2014-01-30,2014-02-11,Regular Cash,2014-02-27,Quarter,2014-02-13
3.0,2013-11-05,2013-11-18,Special Cash,2013-12-06,None,2013-11-20
1.0,2013-10-24,2013-11-05,Regular Cash,2013-11-21,Quarter,2013-11-07
1.0,2013-07-29,2013-08-08,Regular Cash,2013-08-26,Quarter,2013-08-12
1.0,2013-04-25,2013-05-07,Regular Cash,2013-05-23,Quarter,2013-05-09
1.0,2013-01-31,2013-02-12,Regular Cash,2013-02-28,Quarter,2013-02-14
7.5,2012-10-24,2012-11-05,Special Cash,2012-11-20,None,2012-11-07
0.5,2012-10-24,2012-11-05,Regular Cash,2012-11-20,Quarter,2012-11-07
0.5,2012-07-17,2012-07-27,Regular Cash,2012-08-14,Quarter,2012-07-31
0.5,2012-05-07,2012-05-17,Regular Cash,2012-06-04,Quarter,2012-05-21
0.5,2012-02-02,2012-02-14,Regular Cash,2012-03-01,Quarter,2012-02-16
5.0,2011-11-02,2011-11-21,Special Cash,2011-12-21,None,2011-11-23
0.5,2011-10-19,2011-10-31,Regular Cash,2011-11-16,Quarter,2011-11-02
0.5,2011-07-18,2011-07-26,Regular Cash,2011-08-11,Quarter,2011-07-28
0.5,2011-04-19,2011-04-29,Regular Cash,2011-05-17,Quarter,2011-05-03
8.0,2010-11-02,2010-11-19,Special Cash,2010-12-07,None,2010-11-23
0.25,2010-07-29,2010-08-10,Regular Cash,2010-08-26,Quarter,2010-08-12
0.25,2009-11-09,2010-05-10,Regular Cash,2010-05-26,Quarter,2010-05-12
