Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.2125,2017-12-12,2018-01-29,Regular Cash,2018-03-01,Quarter,2018-01-30
0.2125,2017-09-21,2017-10-30,Regular Cash,2017-11-30,Quarter,2017-10-31
0.2125,2017-07-20,2017-07-27,Regular Cash,2017-08-31,Quarter,2017-07-31
0.2,2017-04-03,2017-04-26,Regular Cash,2017-05-30,Quarter,2017-04-28
0.2,2016-12-08,2017-01-26,Regular Cash,2017-03-01,Quarter,2017-01-30
0.333333,2015-11-18,2016-11-10,Spinoff,2016-11-09,None,2016-11-01
0.25,2016-09-23,2016-10-27,Regular Cash,2016-11-30,Quarter,2016-10-31
0.25,2016-07-12,2016-07-27,Regular Cash,2016-08-31,Quarter,2016-07-29
0.25,2016-04-07,2016-04-27,Regular Cash,2016-06-01,Quarter,2016-04-29
0.25,2015-12-15,2016-01-27,Regular Cash,2016-03-01,Quarter,2016-01-29
0.25,2015-09-25,2015-10-28,Regular Cash,2015-12-01,Quarter,2015-10-30
0.25,2015-07-14,2015-07-28,Regular Cash,2015-09-01,Quarter,2015-07-30
0.25,2015-04-02,2015-04-28,Regular Cash,2015-06-02,Quarter,2015-04-30
0.25,2014-12-02,2015-01-28,Regular Cash,2015-03-03,Quarter,2015-01-30
0.25,2014-09-19,2014-10-29,Regular Cash,2014-12-02,Quarter,2014-10-31
0.25,2014-07-15,2014-07-24,Regular Cash,2014-08-28,Quarter,2014-07-28
0.25,2014-04-03,2014-04-28,Regular Cash,2014-05-30,Quarter,2014-04-30
0.25,2013-12-03,2014-01-29,Regular Cash,2014-03-04,Quarter,2014-01-31
0.25,2013-09-26,2013-10-29,Regular Cash,2013-12-03,Quarter,2013-10-31
0.25,2013-07-16,2013-07-29,Regular Cash,2013-08-30,Quarter,2013-07-31
0.25,2013-04-03,2013-04-26,Regular Cash,2013-05-31,Quarter,2013-04-30
0.25,2012-12-11,2013-01-29,Regular Cash,2013-03-05,Quarter,2013-01-31
0.25,2012-09-20,2012-10-29,Regular Cash,2012-12-04,Quarter,2012-10-31
0.24,2012-07-17,2012-07-25,Regular Cash,2012-08-29,Quarter,2012-07-27
0.24,2012-04-05,2012-04-26,Regular Cash,2012-06-01,Quarter,2012-04-30
0.24,2011-12-14,2012-01-27,Regular Cash,2012-03-01,Quarter,2012-01-31
0.24,2011-09-23,2011-10-27,Regular Cash,2011-12-01,Quarter,2011-10-31
0.23,2011-07-12,2011-07-27,Regular Cash,2011-09-01,Quarter,2011-07-29
0.23,2011-04-01,2011-04-27,Regular Cash,2011-06-01,Quarter,2011-04-29
0.23,2010-11-30,2011-01-27,Regular Cash,2011-03-02,Quarter,2011-01-31
0.23,2010-09-21,2010-10-27,Regular Cash,2010-12-01,Quarter,2010-10-29
0.2,2010-07-21,2010-07-28,Regular Cash,2010-09-01,Quarter,2010-07-30
0.2,2010-04-01,2010-04-28,Regular Cash,2010-06-02,Quarter,2010-04-30
0.2,2009-12-03,2010-01-27,Regular Cash,2010-03-02,Quarter,2010-01-29
