Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.84,2017-12-06,2018-01-18,Regular Cash,2018-02-09,Quarter,2018-01-19
0.84,2017-08-02,2017-10-05,Regular Cash,2017-11-10,Quarter,2017-10-06
0.84,2017-06-07,2017-07-05,Regular Cash,2017-08-11,Quarter,2017-07-07
0.84,2017-03-01,2017-04-05,Regular Cash,2017-05-05,Quarter,2017-04-07
0.76,2016-12-07,2017-01-18,Regular Cash,2017-02-10,Quarter,2017-01-20
0.76,2016-08-03,2016-10-05,Regular Cash,2016-11-10,Quarter,2016-10-07
0.76,2016-06-01,2016-06-29,Regular Cash,2016-08-05,Quarter,2016-07-01
0.76,2016-03-02,2016-04-06,Regular Cash,2016-05-06,Quarter,2016-04-08
0.69,2015-12-02,2016-01-13,Regular Cash,2016-02-05,Quarter,2016-01-15
0.69,2015-08-05,2015-10-07,Regular Cash,2015-11-13,Quarter,2015-10-09
0.69,2015-06-03,2015-06-30,Regular Cash,2015-08-07,Quarter,2015-07-03
0.69,2015-03-04,2015-04-08,Regular Cash,2015-05-08,Quarter,2015-04-10
0.62,2014-12-03,2015-01-14,Regular Cash,2015-02-06,Quarter,2015-01-16
0.62,2014-08-06,2014-10-08,Regular Cash,2014-11-14,Quarter,2014-10-10
0.62,2014-06-04,2014-07-01,Regular Cash,2014-08-08,Quarter,2014-07-03
0.62,2014-03-05,2014-04-09,Regular Cash,2014-05-09,Quarter,2014-04-11
0.56,2013-12-04,2014-01-15,Regular Cash,2014-02-07,Quarter,2014-01-17
0.56,2013-08-07,2013-10-09,Regular Cash,2013-11-15,Quarter,2013-10-11
0.56,2013-06-05,2013-07-02,Regular Cash,2013-08-09,Quarter,2013-07-05
0.56,2013-03-06,2013-04-10,Regular Cash,2013-05-10,Quarter,2013-04-12
0.51,2012-12-05,2012-12-14,Regular Cash,2012-12-26,Quarter,2012-12-18
0.51,2012-08-01,2012-10-03,Regular Cash,2012-11-09,Quarter,2012-10-05
0.51,2012-06-06,2012-07-03,Regular Cash,2012-08-10,Quarter,2012-07-06
0.51,2012-03-07,2012-04-11,Regular Cash,2012-05-11,Quarter,2012-04-13
0.47,2011-12-07,2012-01-18,Regular Cash,2012-02-10,Quarter,2012-01-20
0.47,2011-08-03,2011-10-05,Regular Cash,2011-11-10,Quarter,2011-10-07
0.47,2011-06-01,2011-06-29,Regular Cash,2011-08-05,Quarter,2011-07-01
0.47,2011-03-02,2011-04-06,Regular Cash,2011-05-06,Quarter,2011-04-08
0.42,2010-12-01,2011-01-12,Regular Cash,2011-02-04,Quarter,2011-01-14
0.42,2010-08-04,2010-10-06,Regular Cash,2010-11-12,Quarter,2010-10-08
0.42,2010-06-02,2010-06-30,Regular Cash,2010-08-06,Quarter,2010-07-02
0.42,2010-03-03,2010-04-07,Regular Cash,2010-05-07,Quarter,2010-04-09
0.38,2009-12-02,2010-01-13,Regular Cash,2010-02-05,Quarter,2010-01-15
