Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.89,2017-10-27,2017-11-08,Regular Cash,2017-12-01,Quarter,2017-11-09
0.87,2017-07-28,2017-08-08,Regular Cash,2017-09-01,Quarter,2017-08-10
0.87,2017-04-05,2017-05-09,Regular Cash,2017-06-01,Quarter,2017-05-11
0.87,2017-01-27,2017-02-07,Regular Cash,2017-03-01,Quarter,2017-02-09
0.87,2016-10-28,2016-11-08,Regular Cash,2016-12-01,Quarter,2016-11-10
0.85,2016-07-29,2016-08-09,Regular Cash,2016-09-01,Quarter,2016-08-11
0.85,2016-04-06,2016-05-10,Regular Cash,2016-06-01,Quarter,2016-05-12
0.85,2016-01-29,2016-02-09,Regular Cash,2016-03-01,Quarter,2016-02-11
0.85,2015-10-30,2015-11-09,Regular Cash,2015-12-01,Quarter,2015-11-12
0.83,2015-07-31,2015-08-11,Regular Cash,2015-09-01,Quarter,2015-08-13
0.83,2015-04-01,2015-05-12,Regular Cash,2015-06-01,Quarter,2015-05-14
0.83,2015-01-30,2015-02-10,Regular Cash,2015-03-02,Quarter,2015-02-12
0.83,2014-10-31,2014-11-10,Regular Cash,2014-12-01,Quarter,2014-11-13
0.83,2014-07-25,2014-08-12,Regular Cash,2014-09-02,Quarter,2014-08-14
0.83,2014-04-17,2014-05-13,Regular Cash,2014-06-02,Quarter,2014-05-15
0.83,2014-01-31,2014-02-11,Regular Cash,2014-03-03,Quarter,2014-02-13
0.83,2013-10-25,2013-11-05,Regular Cash,2013-12-02,Quarter,2013-11-07
0.83,2013-07-26,2013-08-06,Regular Cash,2013-09-03,Quarter,2013-08-08
0.83,2013-04-17,2013-05-07,Regular Cash,2013-06-03,Quarter,2013-05-09
0.83,2013-02-01,2013-02-12,Regular Cash,2013-03-01,Quarter,2013-02-14
0.83,2012-10-26,2012-11-06,Regular Cash,2012-12-03,Quarter,2012-11-08
0.83,2012-07-27,2012-08-07,Regular Cash,2012-09-04,Quarter,2012-08-09
0.83,2012-04-04,2012-05-08,Regular Cash,2012-06-01,Quarter,2012-05-10
0.83,2012-01-27,2012-02-07,Regular Cash,2012-03-01,Quarter,2012-02-09
0.83,2011-10-28,2011-11-08,Regular Cash,2011-12-01,Quarter,2011-11-10
0.83,2011-07-29,2011-08-09,Regular Cash,2011-09-01,Quarter,2011-08-11
0.83,2011-04-06,2011-05-10,Regular Cash,2011-06-01,Quarter,2011-05-12
0.83,2011-01-28,2011-02-08,Regular Cash,2011-03-01,Quarter,2011-02-10
0.83,2010-10-29,2010-11-09,Regular Cash,2010-12-01,Quarter,2010-11-12
0.83,2010-07-30,2010-08-10,Regular Cash,2010-09-01,Quarter,2010-08-12
0.83,2010-04-05,2010-05-10,Regular Cash,2010-06-01,Quarter,2010-05-12
0.75,2010-01-29,2010-02-09,Regular Cash,2010-03-01,Quarter,2010-02-11
