Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.77,2018-01-17,2018-01-26,Regular Cash,2018-02-14,Quarter,2018-01-29
0.745,2017-10-25,2017-11-03,Regular Cash,2017-11-14,Quarter,2017-11-06
0.745,2017-07-26,2017-08-03,Regular Cash,2017-08-14,Quarter,2017-08-07
0.615,2017-04-20,2017-04-27,Regular Cash,2017-05-15,Quarter,2017-05-01
0.615,2017-01-18,2017-01-26,Regular Cash,2017-02-14,Quarter,2017-01-30
0.615,2016-10-19,2016-10-27,Regular Cash,2016-11-14,Quarter,2016-10-31
0.615,2016-07-28,2016-08-04,Regular Cash,2016-08-14,Quarter,2016-08-08
0.615,2016-04-21,2016-04-28,Regular Cash,2016-05-13,Quarter,2016-05-02
0.615,2016-01-21,2016-01-28,Regular Cash,2016-02-12,Quarter,2016-02-01
0.615,2015-10-21,2015-10-29,Regular Cash,2015-11-13,Quarter,2015-11-02
0.605,2015-07-23,2015-07-30,Regular Cash,2015-08-14,Quarter,2015-08-03
0.605,2015-04-16,2015-04-28,Regular Cash,2015-05-15,Quarter,2015-04-30
0.605,2015-01-14,2015-01-28,Regular Cash,2015-02-13,Quarter,2015-01-30
0.59,2014-10-22,2014-10-30,Regular Cash,2014-11-14,Quarter,2014-11-03
0.575,2014-07-23,2014-07-31,Regular Cash,2014-08-14,Quarter,2014-08-04
0.56,2014-04-17,2014-04-28,Regular Cash,2014-05-15,Quarter,2014-04-30
0.4,2014-01-15,2014-02-06,Regular Cash,2014-02-18,Quarter,2014-02-10
0.25,2013-07-25,2014-02-03,Spinoff,2014-01-31,None,2014-01-21
0.38,2013-10-23,2013-10-31,Regular Cash,2013-11-14,Quarter,2013-11-04
0.38,2013-07-24,2013-08-01,Regular Cash,2013-08-15,Quarter,2013-08-05
0.36,2013-04-18,2013-04-26,Regular Cash,2013-05-15,Quarter,2013-04-30
0.36,2013-01-16,2013-01-29,Regular Cash,2013-02-14,Quarter,2013-01-31
0.33,2012-10-24,2012-11-01,Regular Cash,2012-11-14,Quarter,2012-11-05
0.33,2012-07-25,2012-08-02,Regular Cash,2012-08-15,Quarter,2012-08-06
2.0,2012-02-15,2012-06-04,Stock Split,2012-06-01,None,2012-05-24
0.305,2012-04-18,2012-04-26,Regular Cash,2012-05-15,Quarter,2012-04-30
0.305,2012-01-18,2012-01-27,Regular Cash,2012-02-14,Quarter,2012-01-31
0.28,2011-10-26,2011-11-03,Regular Cash,2011-11-14,Quarter,2011-11-07
0.28,2011-07-20,2011-07-28,Regular Cash,2011-08-12,Quarter,2011-08-01
0.26,2011-04-19,2011-04-27,Regular Cash,2011-05-13,Quarter,2011-04-29
0.26,2011-01-19,2011-01-27,Regular Cash,2011-02-14,Quarter,2011-01-31
0.24,2010-10-21,2010-10-27,Regular Cash,2010-11-12,Quarter,2010-10-29
0.23,2010-07-15,2010-07-28,Regular Cash,2010-08-13,Quarter,2010-07-30
0.22,2010-04-22,2010-04-28,Regular Cash,2010-05-14,Quarter,2010-04-30
0.22,2010-01-20,2010-01-27,Regular Cash,2010-02-12,Quarter,2010-01-29
