Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.62,2017-09-21,2017-11-14,Regular Cash,2017-12-10,Quarter,2017-11-15
0.62,2017-06-14,2017-08-14,Regular Cash,2017-09-10,Quarter,2017-08-16
0.6,2017-03-09,2017-05-15,Regular Cash,2017-06-10,Quarter,2017-05-17
0.6,2017-01-12,2017-02-13,Regular Cash,2017-03-10,Quarter,2017-02-15
0.6,2016-09-21,2016-11-14,Regular Cash,2016-12-10,Quarter,2016-11-16
0.6,2016-06-08,2016-08-15,Regular Cash,2016-09-10,Quarter,2016-08-17
0.56,2016-03-10,2016-05-16,Regular Cash,2016-06-10,Quarter,2016-05-18
0.56,2016-01-14,2016-02-12,Regular Cash,2016-03-10,Quarter,2016-02-17
0.56,2015-09-11,2015-11-16,Regular Cash,2015-12-10,Quarter,2015-11-18
0.56,2015-06-09,2015-08-17,Regular Cash,2015-09-10,Quarter,2015-08-19
0.52,2015-03-13,2015-05-18,Regular Cash,2015-06-10,Quarter,2015-05-20
0.52,2015-01-15,2015-02-13,Regular Cash,2015-03-10,Quarter,2015-02-18
0.52,2014-09-10,2014-11-17,Regular Cash,2014-12-10,Quarter,2014-11-19
0.52,2014-06-11,2014-08-18,Regular Cash,2014-09-10,Quarter,2014-08-20
0.43,2014-03-13,2014-05-19,Regular Cash,2014-06-10,Quarter,2014-05-21
0.43,2014-01-09,2014-02-14,Regular Cash,2014-03-10,Quarter,2014-02-19
0.43,2013-09-12,2013-11-18,Regular Cash,2013-12-10,Quarter,2013-11-20
0.43,2013-06-12,2013-08-19,Regular Cash,2013-09-10,Quarter,2013-08-21
0.36,2013-03-14,2013-05-13,Regular Cash,2013-06-10,Quarter,2013-05-15
0.36,2013-01-10,2013-02-15,Regular Cash,2013-03-10,Quarter,2013-02-20
0.36,2012-09-13,2012-11-19,Regular Cash,2012-12-10,Quarter,2012-11-21
0.36,2012-06-13,2012-08-13,Regular Cash,2012-09-10,Quarter,2012-08-15
0.3,2012-03-15,2012-05-14,Regular Cash,2012-06-10,Quarter,2012-05-16
0.3,2012-01-12,2012-02-13,Regular Cash,2012-03-10,Quarter,2012-02-15
0.3,2011-09-14,2011-11-14,Regular Cash,2011-12-10,Quarter,2011-11-16
0.3,2011-06-08,2011-08-16,Regular Cash,2011-09-10,Quarter,2011-08-18
0.25,2011-03-10,2011-05-16,Regular Cash,2011-06-10,Quarter,2011-05-18
0.25,2011-01-13,2011-02-14,Regular Cash,2011-03-10,Quarter,2011-02-16
0.25,2010-09-09,2010-11-17,Regular Cash,2010-12-10,Quarter,2010-11-20
0.25,2010-06-09,2010-08-18,Regular Cash,2010-09-10,Quarter,2010-08-20
0.17,2010-03-11,2010-05-18,Regular Cash,2010-06-10,Quarter,2010-05-20
0.17,2010-01-14,2010-02-17,Regular Cash,2010-03-10,Quarter,2010-02-20
