Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.5,2017-10-18,2017-12-05,Regular Cash,2018-01-12,Quarter,2017-12-06
0.5,2017-07-21,2017-09-01,Regular Cash,2017-10-13,Quarter,2017-09-06
0.5,2017-04-21,2017-05-30,Regular Cash,2017-07-14,Quarter,2017-06-01
0.5,2017-01-19,2017-02-13,Regular Cash,2017-04-17,Quarter,2017-02-15
0.5,2016-10-20,2016-12-05,Regular Cash,2017-01-13,Quarter,2016-12-07
0.5,2016-07-21,2016-09-02,Regular Cash,2016-10-14,Quarter,2016-09-07
0.5,2016-04-21,2016-05-27,Regular Cash,2016-07-08,Quarter,2016-06-01
0.5,2016-01-21,2016-02-12,Regular Cash,2016-04-08,Quarter,2016-02-17
0.5,2015-10-15,2015-11-30,Regular Cash,2016-01-08,Quarter,2015-12-02
0.5,2015-07-16,2015-08-31,Regular Cash,2015-10-09,Quarter,2015-09-02
0.5,2015-04-16,2015-06-01,Regular Cash,2015-07-10,Quarter,2015-06-03
0.5,2015-01-15,2015-02-09,Regular Cash,2015-04-10,Quarter,2015-02-11
0.4,2014-10-16,2014-12-01,Regular Cash,2015-01-09,Quarter,2014-12-03
0.4,2014-07-17,2014-08-29,Regular Cash,2014-10-10,Quarter,2014-09-03
0.4,2014-04-17,2014-06-02,Regular Cash,2014-07-11,Quarter,2014-06-04
0.4,2014-01-16,2014-02-14,Regular Cash,2014-04-11,Quarter,2014-02-19
0.3125,2013-10-17,2013-12-02,Regular Cash,2014-01-10,Quarter,2013-12-04
0.3125,2013-07-18,2013-08-30,Regular Cash,2013-10-11,Quarter,2013-09-04
0.3125,2013-04-18,2013-06-03,Regular Cash,2013-07-12,Quarter,2013-06-05
0.3125,2013-01-17,2013-02-15,Regular Cash,2013-04-12,Quarter,2013-02-20
0.275,2012-10-18,2012-11-29,Regular Cash,2013-01-11,Quarter,2012-12-03
0.275,2012-07-19,2012-08-29,Regular Cash,2012-10-12,Quarter,2012-08-31
0.275,2012-04-19,2012-05-30,Regular Cash,2012-07-13,Quarter,2012-06-01
0.275,2012-01-19,2012-02-17,Regular Cash,2012-04-13,Quarter,2012-02-22
0.25,2011-10-20,2011-11-29,Regular Cash,2012-01-06,Quarter,2011-12-01
0.25,2011-07-21,2011-08-30,Regular Cash,2011-10-03,Quarter,2011-09-01
0.25,2011-04-21,2011-05-27,Regular Cash,2011-07-01,Quarter,2011-06-01
0.25,2011-01-20,2011-02-14,Regular Cash,2011-04-01,Quarter,2011-02-16
0.21,2010-10-21,2010-11-29,Regular Cash,2011-01-07,Quarter,2010-12-01
0.21,2010-07-22,2010-08-30,Regular Cash,2010-10-01,Quarter,2010-09-01
0.21,2010-04-22,2010-05-28,Regular Cash,2010-07-02,Quarter,2010-06-02
0.21,2010-01-21,2010-02-12,Regular Cash,2010-04-02,Quarter,2010-02-17
