Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.78,2017-12-13,2018-01-19,Regular Cash,2018-02-20,Quarter,2018-01-22
0.78,2017-10-11,2017-10-20,Regular Cash,2017-11-20,Quarter,2017-10-23
0.78,2017-06-14,2017-07-18,Regular Cash,2017-08-19,Quarter,2017-07-20
0.77,2017-04-12,2017-04-20,Regular Cash,2017-05-20,Quarter,2017-04-24
0.77,2016-12-14,2017-01-18,Regular Cash,2017-02-18,Quarter,2017-01-20
0.77,2016-10-12,2016-10-20,Regular Cash,2016-11-19,Quarter,2016-10-24
0.77,2016-06-08,2016-07-18,Regular Cash,2016-08-20,Quarter,2016-07-20
0.77,2016-04-13,2016-04-21,Regular Cash,2016-05-20,Quarter,2016-04-25
0.77,2015-12-09,2016-01-15,Regular Cash,2016-02-20,Quarter,2016-01-20
0.77,2015-10-14,2015-10-22,Regular Cash,2015-11-20,Quarter,2015-10-26
0.77,2015-06-10,2015-07-16,Regular Cash,2015-08-20,Quarter,2015-07-20
0.7,2015-04-08,2015-04-16,Regular Cash,2015-05-20,Quarter,2015-04-20
0.7,2014-12-10,2015-01-15,Regular Cash,2015-02-20,Quarter,2015-01-20
0.7,2014-10-08,2014-10-16,Regular Cash,2014-11-20,Quarter,2014-10-20
0.7,2014-06-11,2014-07-17,Regular Cash,2014-08-20,Quarter,2014-07-21
0.6,2014-04-09,2014-04-16,Regular Cash,2014-05-20,Quarter,2014-04-21
0.6,2013-12-11,2014-01-16,Regular Cash,2014-02-20,Quarter,2014-01-21
0.6,2013-10-09,2013-10-17,Regular Cash,2013-11-20,Quarter,2013-10-21
0.6,2013-06-12,2013-07-18,Regular Cash,2013-08-20,Quarter,2013-07-22
0.52,2013-04-10,2013-04-18,Regular Cash,2013-05-20,Quarter,2013-04-22
0.52,2012-12-12,2012-12-20,Regular Cash,2012-12-31,Quarter,2012-12-24
0.52,2012-10-08,2012-10-18,Regular Cash,2012-11-20,Quarter,2012-10-22
0.52,2012-06-13,2012-07-18,Regular Cash,2012-08-20,Quarter,2012-07-20
0.46,2012-04-11,2012-04-19,Regular Cash,2012-05-19,Quarter,2012-04-23
0.46,2011-12-14,2012-01-18,Regular Cash,2012-02-18,Quarter,2012-01-20
0.46,2011-10-12,2011-10-20,Regular Cash,2011-11-19,Quarter,2011-10-24
0.46,2011-06-08,2011-07-18,Regular Cash,2011-08-20,Quarter,2011-07-20
0.44,2011-04-13,2011-04-20,Regular Cash,2011-05-20,Quarter,2011-04-25
0.44,2010-12-08,2011-01-18,Regular Cash,2011-02-19,Quarter,2011-01-20
0.44,2010-10-13,2010-10-21,Regular Cash,2010-11-20,Quarter,2010-10-25
0.44,2010-06-09,2010-07-16,Regular Cash,2010-08-20,Quarter,2010-07-20
0.42,2010-04-14,2010-04-22,Regular Cash,2010-05-20,Quarter,2010-04-26
0.42,2009-12-09,2010-01-15,Regular Cash,2010-02-20,Quarter,2010-01-20
