Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.52,2017-10-04,2017-11-06,Regular Cash,2017-11-21,Quarter,2017-11-07
0.52,2017-06-28,2017-08-07,Regular Cash,2017-08-23,Quarter,2017-08-09
0.52,2017-04-06,2017-05-08,Regular Cash,2017-05-24,Quarter,2017-05-10
0.4,2017-01-05,2017-02-07,Regular Cash,2017-02-23,Quarter,2017-02-09
0.4,2016-10-05,2016-11-04,Regular Cash,2016-11-22,Quarter,2016-11-08
0.4,2016-06-30,2016-08-08,Regular Cash,2016-08-24,Quarter,2016-08-10
0.4,2016-04-05,2016-05-06,Regular Cash,2016-05-24,Quarter,2016-05-10
0.31,2016-01-07,2016-02-05,Regular Cash,2016-02-24,Quarter,2016-02-09
0.31,2015-10-07,2015-11-05,Regular Cash,2015-11-24,Quarter,2015-11-09
0.31,2015-06-30,2015-08-07,Regular Cash,2015-08-25,Quarter,2015-08-11
0.31,2015-04-09,2015-05-06,Regular Cash,2015-05-22,Quarter,2015-05-08
