Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.26,2017-12-12,2018-01-11,Regular Cash,2018-01-26,Quarter,2018-01-12
0.26,2017-09-19,2017-10-12,Regular Cash,2017-10-27,Quarter,2017-10-13
0.26,2017-06-13,2017-07-12,Regular Cash,2017-07-28,Quarter,2017-07-14
0.26,2017-03-14,2017-04-11,Regular Cash,2017-04-28,Quarter,2017-04-14
0.24,2016-12-13,2017-01-11,Regular Cash,2017-01-27,Quarter,2017-01-13
0.24,2016-09-13,2016-10-12,Regular Cash,2016-10-28,Quarter,2016-10-14
0.24,2016-06-14,2016-07-13,Regular Cash,2016-07-29,Quarter,2016-07-15
0.24,2016-03-15,2016-04-13,Regular Cash,2016-04-29,Quarter,2016-04-15
0.22,2015-12-08,2016-01-06,Regular Cash,2016-01-22,Quarter,2016-01-08
0.22,2015-09-22,2015-10-14,Regular Cash,2015-10-30,Quarter,2015-10-16
0.22,2015-06-09,2015-07-15,Regular Cash,2015-07-31,Quarter,2015-07-17
0.22,2015-03-17,2015-04-08,Regular Cash,2015-04-24,Quarter,2015-04-10
0.2,2014-12-09,2015-01-07,Regular Cash,2015-01-23,Quarter,2015-01-09
0.2,2014-09-09,2014-10-08,Regular Cash,2014-10-24,Quarter,2014-10-10
0.2,2014-06-10,2014-07-09,Regular Cash,2014-07-25,Quarter,2014-07-11
0.2,2014-03-18,2014-04-09,Regular Cash,2014-04-25,Quarter,2014-04-11
0.16,2013-12-10,2014-01-08,Regular Cash,2014-01-24,Quarter,2014-01-10
0.16,2013-09-10,2013-10-09,Regular Cash,2013-10-25,Quarter,2013-10-11
0.16,2013-06-11,2013-07-09,Regular Cash,2013-07-26,Quarter,2013-07-11
0.16,2013-03-19,2013-04-10,Regular Cash,2013-04-30,Quarter,2013-04-12
0.14,2012-12-05,2012-12-13,Regular Cash,2012-12-31,Quarter,2012-12-17
0.14,2012-09-11,2012-10-09,Regular Cash,2012-10-26,Quarter,2012-10-11
0.14,2012-06-12,2012-07-09,Regular Cash,2012-07-27,Quarter,2012-07-11
0.14,2012-03-14,2012-04-09,Regular Cash,2012-04-27,Quarter,2012-04-11
0.12,2011-12-13,2012-01-09,Regular Cash,2012-01-28,Quarter,2012-01-11
0.12,2011-09-14,2011-10-06,Regular Cash,2011-10-28,Quarter,2011-10-11
0.12,2011-06-13,2011-07-07,Regular Cash,2011-07-28,Quarter,2011-07-11
0.12,2011-03-16,2011-04-07,Regular Cash,2011-04-28,Quarter,2011-04-11
0.1,2010-12-07,2011-01-07,Regular Cash,2011-01-28,Quarter,2011-01-11
0.1,2010-09-14,2010-10-06,Regular Cash,2010-10-28,Quarter,2010-10-11
0.1,2010-06-15,2010-07-07,Regular Cash,2010-07-27,Quarter,2010-07-09
0.1,2010-03-16,2010-03-30,Regular Cash,2010-04-20,Quarter,2010-04-02
