Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.225,2017-12-18,2017-12-28,Regular Cash,2018-01-08,Quarter,2017-12-29
0.225,2017-11-09,2017-11-17,Regular Cash,2017-11-30,Quarter,2017-11-20
