Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.43,2017-10-27,2017-11-09,Regular Cash,2017-11-20,Quarter,2017-11-10
0.4,2017-07-28,2017-08-09,Regular Cash,2017-08-21,Quarter,2017-08-11
0.4,2017-04-20,2017-05-03,Regular Cash,2017-05-15,Quarter,2017-05-05
0.4,2017-01-27,2017-02-08,Regular Cash,2017-02-20,Quarter,2017-02-10
0.4,2016-11-04,2016-11-17,Regular Cash,2016-11-30,Quarter,2016-11-21
0.375,2016-07-29,2016-08-10,Regular Cash,2016-08-22,Quarter,2016-08-12
0.166667,2015-07-15,2016-05-16,Spinoff,2016-05-15,None,2016-05-04
0.375,2016-04-22,2016-05-04,Regular Cash,2016-05-16,Quarter,2016-05-06
0.375,2016-02-02,2016-02-10,Regular Cash,2016-02-25,Quarter,2016-02-12
0.375,2015-10-30,2015-11-17,Regular Cash,2015-12-02,Quarter,2015-11-19
0.375,2015-07-24,2015-08-10,Regular Cash,2015-08-25,Quarter,2015-08-12
2.0,2016-02-29,2014-08-28,Stock Split,2014-08-28,None,2014-08-12
