Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.4,2017-11-15,2017-11-29,Regular Cash,2017-12-15,Quarter,2017-11-30
0.4,2017-08-08,2017-08-29,Regular Cash,2017-09-15,Quarter,2017-08-31
0.26,2017-04-25,2017-05-26,Regular Cash,2017-06-15,Quarter,2017-05-31
0.26,2017-02-14,2017-02-24,Regular Cash,2017-03-15,Quarter,2017-02-28
0.26,2016-11-09,2016-11-28,Regular Cash,2016-12-15,Quarter,2016-11-30
0.26,2016-08-09,2016-08-29,Regular Cash,2016-09-15,Quarter,2016-08-31
0.24,2016-04-26,2016-05-26,Regular Cash,2016-06-15,Quarter,2016-05-31
0.24,2016-02-09,2016-02-24,Regular Cash,2016-03-15,Quarter,2016-02-26
0.24,2015-11-10,2015-11-25,Regular Cash,2015-12-15,Quarter,2015-11-30
0.24,2015-08-11,2015-08-27,Regular Cash,2015-09-15,Quarter,2015-08-31
0.24,2015-04-28,2015-05-27,Regular Cash,2015-06-15,Quarter,2015-05-29
0.2,2015-02-10,2015-02-25,Regular Cash,2015-03-16,Quarter,2015-02-27
0.2,2014-11-11,2014-11-25,Regular Cash,2014-12-15,Quarter,2014-11-28
0.2,2014-08-12,2014-08-27,Regular Cash,2014-09-15,Quarter,2014-08-29
0.2,2014-03-26,2014-05-28,Regular Cash,2014-06-16,Quarter,2014-05-30
0.1,2014-02-11,2014-02-26,Regular Cash,2014-03-14,Quarter,2014-02-28
0.1,2013-11-12,2013-11-26,Regular Cash,2013-12-16,Quarter,2013-11-29
0.1,2013-08-13,2013-08-28,Regular Cash,2013-09-16,Quarter,2013-08-30
0.1,2013-03-14,2013-05-29,Regular Cash,2013-06-14,Quarter,2013-05-31
0.05,2013-02-12,2013-02-27,Regular Cash,2013-03-15,Quarter,2013-03-01
0.05,2012-11-13,2012-11-28,Regular Cash,2012-12-14,Quarter,2012-11-30
0.05,2012-08-14,2012-08-29,Regular Cash,2012-09-14,Quarter,2012-08-31
0.05,2012-04-24,2012-05-30,Regular Cash,2012-06-15,Quarter,2012-06-01
0.05,2012-02-14,2012-02-28,Regular Cash,2012-03-14,Quarter,2012-03-01
0.05,2011-11-08,2011-11-29,Regular Cash,2011-12-15,Quarter,2011-12-01
0.05,2011-08-09,2011-08-30,Regular Cash,2011-09-15,Quarter,2011-09-01
0.01,2011-04-26,2011-05-27,Regular Cash,2011-06-15,Quarter,2011-06-01
0.01,2011-02-08,2011-02-24,Regular Cash,2011-03-15,Quarter,2011-02-28
0.01,2010-11-09,2010-11-26,Regular Cash,2010-12-15,Quarter,2010-11-30
0.01,2010-08-10,2010-08-30,Regular Cash,2010-09-15,Quarter,2010-09-01
0.01,2010-04-27,2010-05-27,Regular Cash,2010-06-15,Quarter,2010-06-01
0.01,2010-02-09,2010-02-25,Regular Cash,2010-03-15,Quarter,2010-03-01
