Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.38,2017-10-23,2017-12-07,Regular Cash,2017-12-21,Quarter,2017-12-08
0.38,2017-07-24,2017-09-07,Regular Cash,2017-09-22,Quarter,2017-09-08
0.38,2017-04-27,2017-06-07,Regular Cash,2017-06-23,Quarter,2017-06-09
0.38,2017-02-06,2017-03-08,Regular Cash,2017-03-24,Quarter,2017-03-10
0.38,2016-10-24,2016-12-05,Regular Cash,2016-12-22,Quarter,2016-12-07
0.38,2016-07-20,2016-09-07,Regular Cash,2016-09-23,Quarter,2016-09-09
0.38,2016-04-20,2016-06-08,Regular Cash,2016-06-23,Quarter,2016-06-10
0.38,2016-01-13,2016-03-09,Regular Cash,2016-03-24,Quarter,2016-03-11
0.36,2015-12-08,2015-12-16,Regular Cash,2015-12-29,Quarter,2015-12-18
0.36,2015-09-02,2015-09-10,Regular Cash,2015-09-29,Quarter,2015-09-14
0.36,2015-04-13,2015-06-08,Regular Cash,2015-06-23,Quarter,2015-06-10
0.3,2015-01-21,2015-03-09,Regular Cash,2015-03-24,Quarter,2015-03-11
0.3,2014-10-08,2014-12-08,Regular Cash,2014-12-23,Quarter,2014-12-10
0.3,2014-08-12,2014-09-08,Regular Cash,2014-09-26,Quarter,2014-09-10
0.3,2014-04-08,2014-06-06,Regular Cash,2014-06-26,Quarter,2014-06-10
0.3,2014-01-14,2014-03-14,Regular Cash,2014-03-28,Quarter,2014-03-18
