Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.45,2017-10-27,2017-12-05,Regular Cash,2017-12-20,Quarter,2017-12-06
0.45,2017-07-27,2017-09-01,Regular Cash,2017-09-20,Quarter,2017-09-06
0.45,2017-04-27,2017-06-05,Regular Cash,2017-06-21,Quarter,2017-06-07
0.41,2017-02-01,2017-02-27,Regular Cash,2017-03-15,Quarter,2017-03-01
0.41,2016-10-28,2016-12-05,Regular Cash,2016-12-21,Quarter,2016-12-07
0.41,2016-08-02,2016-09-02,Regular Cash,2016-09-21,Quarter,2016-09-07
0.41,2016-04-28,2016-05-27,Regular Cash,2016-06-15,Quarter,2016-06-01
0.37,2016-02-03,2016-02-29,Regular Cash,2016-03-16,Quarter,2016-03-02
0.37,2015-10-22,2015-11-30,Regular Cash,2015-12-16,Quarter,2015-12-02
0.37,2015-07-23,2015-08-31,Regular Cash,2015-09-16,Quarter,2015-09-02
0.37,2015-04-23,2015-06-01,Regular Cash,2015-06-17,Quarter,2015-06-03
0.35,2015-01-28,2015-03-02,Regular Cash,2015-03-18,Quarter,2015-03-04
0.35,2014-10-23,2014-12-01,Regular Cash,2014-12-17,Quarter,2014-12-03
0.35,2014-07-28,2014-08-29,Regular Cash,2014-09-17,Quarter,2014-09-03
0.35,2014-04-24,2014-06-02,Regular Cash,2014-06-18,Quarter,2014-06-04
0.29,2014-01-29,2014-03-03,Regular Cash,2014-03-19,Quarter,2014-03-05
0.29,2013-10-24,2013-12-02,Regular Cash,2013-12-18,Quarter,2013-12-04
0.29,2013-07-25,2013-08-30,Regular Cash,2013-09-18,Quarter,2013-09-04
0.29,2013-04-25,2013-06-03,Regular Cash,2013-06-19,Quarter,2013-06-05
0.27,2013-01-23,2013-03-04,Regular Cash,2013-03-20,Quarter,2013-03-06
0.27,2012-10-25,2012-12-03,Regular Cash,2012-12-19,Quarter,2012-12-05
0.27,2012-07-26,2012-08-31,Regular Cash,2012-09-19,Quarter,2012-09-05
0.27,2012-04-26,2012-06-04,Regular Cash,2012-06-20,Quarter,2012-06-06
0.27,2012-01-31,2012-03-05,Regular Cash,2012-03-21,Quarter,2012-03-07
0.25,2011-10-27,2011-12-05,Regular Cash,2011-12-21,Quarter,2011-12-07
0.25,2011-07-27,2011-09-02,Regular Cash,2011-09-21,Quarter,2011-09-07
0.25,2011-04-28,2011-05-27,Regular Cash,2011-06-15,Quarter,2011-06-01
0.25,2011-02-02,2011-02-28,Regular Cash,2011-03-16,Quarter,2011-03-02
0.2,2010-10-29,2010-11-29,Regular Cash,2010-12-15,Quarter,2010-12-01
0.2,2010-07-22,2010-08-30,Regular Cash,2010-09-15,Quarter,2010-09-01
0.2,2010-04-22,2010-05-28,Regular Cash,2010-06-16,Quarter,2010-06-02
0.2,2010-01-28,2010-03-01,Regular Cash,2010-03-17,Quarter,2010-03-03
