Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
1.08,2017-10-25,2017-11-16,Regular Cash,2017-12-11,Quarter,2017-11-17
1.08,2017-07-26,2017-08-16,Regular Cash,2017-09-11,Quarter,2017-08-18
1.08,2017-04-26,2017-05-17,Regular Cash,2017-06-12,Quarter,2017-05-19
1.08,2017-01-25,2017-02-14,Regular Cash,2017-03-10,Quarter,2017-02-16
1.08,2016-10-26,2016-11-16,Regular Cash,2016-12-12,Quarter,2016-11-18
1.07,2016-07-27,2016-08-17,Regular Cash,2016-09-12,Quarter,2016-08-19
1.07,2016-04-27,2016-05-17,Regular Cash,2016-06-10,Quarter,2016-05-19
1.07,2016-01-27,2016-02-16,Regular Cash,2016-03-10,Quarter,2016-02-18
1.07,2015-10-28,2015-11-16,Regular Cash,2015-12-10,Quarter,2015-11-18
1.07,2015-07-29,2015-08-17,Regular Cash,2015-09-10,Quarter,2015-08-19
1.07,2015-04-29,2015-05-15,Regular Cash,2015-06-10,Quarter,2015-05-19
1.07,2015-01-28,2015-02-12,Regular Cash,2015-03-10,Quarter,2015-02-17
1.07,2014-10-29,2014-11-14,Regular Cash,2014-12-10,Quarter,2014-11-18
1.07,2014-07-30,2014-08-15,Regular Cash,2014-09-10,Quarter,2014-08-19
1.07,2014-04-30,2014-05-15,Regular Cash,2014-06-10,Quarter,2014-05-19
1.0,2014-01-29,2014-02-12,Regular Cash,2014-03-10,Quarter,2014-02-14
1.0,2013-10-30,2013-11-14,Regular Cash,2013-12-10,Quarter,2013-11-18
1.0,2013-07-31,2013-08-15,Regular Cash,2013-09-10,Quarter,2013-08-19
1.0,2013-04-24,2013-05-15,Regular Cash,2013-06-10,Quarter,2013-05-17
0.9,2013-01-30,2013-02-13,Regular Cash,2013-03-11,Quarter,2013-02-15
0.9,2012-10-31,2012-11-14,Regular Cash,2012-12-10,Quarter,2012-11-16
0.9,2012-07-25,2012-08-15,Regular Cash,2012-09-10,Quarter,2012-08-17
0.9,2012-04-25,2012-05-16,Regular Cash,2012-06-11,Quarter,2012-05-18
0.81,2012-01-25,2012-02-15,Regular Cash,2012-03-12,Quarter,2012-02-17
0.81,2011-10-26,2011-11-16,Regular Cash,2011-12-12,Quarter,2011-11-18
0.78,2011-07-27,2011-08-17,Regular Cash,2011-09-12,Quarter,2011-08-19
0.78,2011-04-27,2011-05-17,Regular Cash,2011-06-10,Quarter,2011-05-19
0.72,2011-01-26,2011-02-14,Regular Cash,2011-03-10,Quarter,2011-02-16
0.72,2010-10-27,2010-11-16,Regular Cash,2010-12-10,Quarter,2010-11-18
0.72,2010-07-28,2010-08-17,Regular Cash,2010-09-10,Quarter,2010-08-19
0.72,2010-04-28,2010-05-17,Regular Cash,2010-06-10,Quarter,2010-05-19
0.68,2010-01-27,2010-02-12,Regular Cash,2010-03-10,Quarter,2010-02-17
