Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.175,2017-08-08,2017-10-30,Regular Cash,2017-11-20,Quarter,2017-10-31
0.175,2017-05-09,2017-07-27,Regular Cash,2017-08-18,Quarter,2017-07-31
0.175,2017-03-21,2017-04-26,Regular Cash,2017-05-19,Quarter,2017-04-28
0.175,2017-01-27,2017-02-08,Regular Cash,2017-02-17,Quarter,2017-02-10
0.165,2016-08-09,2016-10-27,Regular Cash,2016-11-18,Quarter,2016-10-31
0.165,2016-05-11,2016-07-27,Regular Cash,2016-08-19,Quarter,2016-07-29
0.155,2016-03-22,2016-04-27,Regular Cash,2016-05-20,Quarter,2016-04-29
0.155,2016-01-27,2016-02-04,Regular Cash,2016-02-19,Quarter,2016-02-08
0.155,2015-08-04,2015-10-28,Regular Cash,2015-11-20,Quarter,2015-10-30
0.155,2015-07-02,2015-07-29,Regular Cash,2015-08-20,Quarter,2015-07-31
1.0,2014-09-29,2015-07-02,Spinoff,2015-07-01,None,2015-06-19
0.26,2015-03-24,2015-04-28,Regular Cash,2015-05-20,Quarter,2015-04-30
0.26,2015-01-30,2015-02-05,Regular Cash,2015-02-20,Quarter,2015-02-09
0.26,2014-08-05,2014-10-29,Regular Cash,2014-11-20,Quarter,2014-10-31
0.26,2014-05-13,2014-07-29,Regular Cash,2014-08-20,Quarter,2014-07-31
0.25,2014-03-25,2014-04-28,Regular Cash,2014-05-20,Quarter,2014-04-30
0.25,2014-01-29,2014-02-06,Regular Cash,2014-02-20,Quarter,2014-02-10
0.25,2013-08-27,2013-10-29,Regular Cash,2013-11-20,Quarter,2013-10-31
0.25,2013-05-14,2013-07-29,Regular Cash,2013-08-20,Quarter,2013-07-31
0.24,2013-03-26,2013-04-26,Regular Cash,2013-05-20,Quarter,2013-04-30
0.24,2013-01-25,2013-01-31,Regular Cash,2013-02-20,Quarter,2013-02-04
0.24,2012-08-28,2012-10-29,Regular Cash,2012-11-20,Quarter,2012-10-31
0.24,2012-05-15,2012-07-27,Regular Cash,2012-08-20,Quarter,2012-07-31
0.23,2012-03-27,2012-04-26,Regular Cash,2012-05-18,Quarter,2012-04-30
0.23,2012-01-27,2012-02-02,Regular Cash,2012-02-20,Quarter,2012-02-06
0.23,2011-08-23,2011-10-27,Regular Cash,2011-11-18,Quarter,2011-10-31
0.23,2011-05-10,2011-07-27,Regular Cash,2011-08-19,Quarter,2011-07-29
0.23,2011-03-22,2011-04-27,Regular Cash,2011-05-20,Quarter,2011-04-29
0.23,2011-01-19,2011-01-27,Regular Cash,2011-02-18,Quarter,2011-01-31
0.23,2010-08-25,2010-10-27,Regular Cash,2010-11-19,Quarter,2010-10-29
0.23,2010-05-11,2010-07-28,Regular Cash,2010-08-20,Quarter,2010-07-30
0.23,2010-03-23,2010-04-28,Regular Cash,2010-05-20,Quarter,2010-04-30
0.23,2010-01-19,2010-01-27,Regular Cash,2010-02-19,Quarter,2010-01-29
