Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.105,2017-12-14,2018-01-11,Regular Cash,2018-02-12,Quarter,2018-01-12
0.105,2017-09-22,2017-10-12,Regular Cash,2017-11-13,Quarter,2017-10-13
0.1,2017-06-22,2017-07-12,Regular Cash,2017-08-14,Quarter,2017-07-14
0.1,2017-03-24,2017-04-12,Regular Cash,2017-05-08,Quarter,2017-04-17
0.1,2016-12-07,2017-01-11,Regular Cash,2017-02-13,Quarter,2017-01-13
0.1,2016-09-23,2016-10-12,Regular Cash,2016-11-14,Quarter,2016-10-14
0.095,2016-06-24,2016-07-06,Regular Cash,2016-08-08,Quarter,2016-07-08
0.095,2016-03-28,2016-04-06,Regular Cash,2016-05-09,Quarter,2016-04-08
0.095,2015-12-15,2016-01-06,Regular Cash,2016-02-08,Quarter,2016-01-08
0.095,2015-09-25,2015-10-07,Regular Cash,2015-11-09,Quarter,2015-10-09
0.09,2015-06-26,2015-07-09,Regular Cash,2015-08-10,Quarter,2015-07-13
0.111111,2014-09-30,2015-07-01,Spinoff,2015-06-30,None,2015-06-19
0.09,2015-03-27,2015-04-08,Regular Cash,2015-05-11,Quarter,2015-04-10
0.09,2014-12-16,2015-01-07,Regular Cash,2015-02-09,Quarter,2015-01-09
0.09,2014-09-26,2014-10-08,Regular Cash,2014-11-10,Quarter,2014-10-10
0.09,2014-05-15,2014-06-12,Regular Cash,2014-07-15,Quarter,2014-06-16
0.075,2014-03-28,2014-04-09,Regular Cash,2014-05-12,Quarter,2014-04-11
0.075,2013-12-17,2014-01-08,Regular Cash,2014-02-10,Quarter,2014-01-10
0.075,2013-09-13,2013-10-09,Regular Cash,2013-11-04,Quarter,2013-10-11
0.075,2013-06-21,2013-07-02,Regular Cash,2013-08-05,Quarter,2013-07-05
0.075,2013-03-25,2013-04-03,Regular Cash,2013-05-06,Quarter,2013-04-05
0.075,2012-12-14,2013-01-02,Regular Cash,2013-02-04,Quarter,2013-01-04
0.075,2012-09-07,2012-10-10,Regular Cash,2012-11-05,Quarter,2012-10-12
0.075,2012-06-22,2012-07-03,Regular Cash,2012-08-06,Quarter,2012-07-06
0.075,2012-03-26,2012-04-04,Regular Cash,2012-05-07,Quarter,2012-04-09
0.075,2011-12-07,2012-01-04,Regular Cash,2012-02-06,Quarter,2012-01-06
0.075,2011-09-09,2011-10-05,Regular Cash,2011-11-07,Quarter,2011-10-07
0.075,2011-06-24,2011-07-06,Regular Cash,2011-08-08,Quarter,2011-07-08
0.075,2011-03-25,2011-04-06,Regular Cash,2011-05-09,Quarter,2011-04-08
0.075,2010-12-15,2011-01-05,Regular Cash,2011-02-07,Quarter,2011-01-07
0.075,2010-09-10,2010-10-06,Regular Cash,2010-11-08,Quarter,2010-10-08
0.075,2010-06-25,2010-07-07,Regular Cash,2010-08-09,Quarter,2010-07-09
0.075,2010-03-26,2010-04-07,Regular Cash,2010-05-10,Quarter,2010-04-09
0.075,2009-12-09,2010-01-06,Regular Cash,2010-02-08,Quarter,2010-01-08
