Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
-2.4245362661989844e-14,2017-12-20,2017-12-28,Discontinued,,Suspend,
0.53,2017-09-20,2017-09-28,Regular Cash,2017-10-15,Quarter,2017-09-29
0.53,2017-05-31,2017-06-28,Regular Cash,2017-07-15,Quarter,2017-06-30
0.49,2017-02-15,2017-03-29,Regular Cash,2017-04-15,Quarter,2017-03-31
0.49,2016-12-16,2016-12-28,Regular Cash,2017-01-15,Quarter,2016-12-30
0.49,2016-09-21,2016-09-28,Regular Cash,2016-10-15,Quarter,2016-09-30
0.49,2016-05-23,2016-06-28,Regular Cash,2016-07-15,Quarter,2016-06-30
0.455,2016-02-17,2016-03-29,Regular Cash,2016-04-15,Quarter,2016-03-31
0.455,2015-12-16,2015-12-29,Regular Cash,2016-01-15,Quarter,2015-12-31
0.455,2015-09-16,2015-09-28,Regular Cash,2015-10-15,Quarter,2015-09-30
0.455,2015-06-17,2015-06-26,Regular Cash,2015-07-15,Quarter,2015-06-30
0.455,2015-02-18,2015-03-27,Regular Cash,2015-04-15,Quarter,2015-03-31
0.455,2014-12-17,2014-12-29,Regular Cash,2015-01-15,Quarter,2014-12-31
0.455,2014-09-16,2014-09-26,Regular Cash,2014-10-15,Quarter,2014-09-30
0.455,2014-06-18,2014-06-26,Regular Cash,2014-07-15,Quarter,2014-06-30
0.455,2014-02-19,2014-03-27,Regular Cash,2014-04-15,Quarter,2014-03-31
0.455,2013-12-18,2013-12-27,Regular Cash,2014-01-15,Quarter,2013-12-31
0.455,2013-09-17,2013-09-26,Regular Cash,2013-10-15,Quarter,2013-09-30
0.455,2013-06-19,2013-06-27,Regular Cash,2013-07-15,Quarter,2013-07-01
0.455,2013-02-20,2013-03-26,Regular Cash,2013-04-15,Quarter,2013-03-28
0.455,2012-12-19,2012-12-27,Regular Cash,2013-01-15,Quarter,2012-12-31
0.455,2012-09-18,2012-09-27,Regular Cash,2012-10-15,Quarter,2012-10-01
0.455,2012-06-20,2012-06-28,Regular Cash,2012-07-15,Quarter,2012-07-02
0.455,2012-02-15,2012-03-28,Regular Cash,2012-04-15,Quarter,2012-03-30
0.455,2011-12-21,2011-12-28,Regular Cash,2012-01-15,Quarter,2011-12-30
0.455,2011-09-21,2011-09-29,Regular Cash,2011-10-15,Quarter,2011-10-03
0.455,2011-06-15,2011-06-28,Regular Cash,2011-07-15,Quarter,2011-06-30
0.455,2011-02-17,2011-03-29,Regular Cash,2011-04-15,Quarter,2011-03-31
0.455,2010-12-16,2010-12-29,Regular Cash,2011-01-15,Quarter,2010-12-31
0.455,2010-09-15,2010-09-28,Regular Cash,2010-10-15,Quarter,2010-09-30
0.455,2010-06-16,2010-06-28,Regular Cash,2010-07-15,Quarter,2010-06-30
0.455,2010-02-19,2010-03-29,Regular Cash,2010-04-15,Quarter,2010-03-31
