Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.16,2017-12-19,2017-12-28,Regular Cash,2018-01-16,Quarter,2017-12-29
0.16,2017-09-19,2017-09-28,Regular Cash,2017-10-16,Quarter,2017-09-29
0.14,2017-06-20,2017-06-28,Regular Cash,2017-07-17,Quarter,2017-06-30
0.14,2017-02-28,2017-03-29,Regular Cash,2017-04-17,Quarter,2017-03-31
0.14,2016-12-20,2016-12-28,Regular Cash,2017-01-17,Quarter,2016-12-30
0.13,2016-09-20,2016-09-28,Regular Cash,2016-10-17,Quarter,2016-09-30
0.13,2016-06-21,2016-06-28,Regular Cash,2016-07-15,Quarter,2016-06-30
0.13,2016-03-15,2016-03-29,Regular Cash,2016-04-21,Quarter,2016-03-31
0.13,2015-12-15,2015-12-29,Regular Cash,2016-01-21,Quarter,2015-12-31
0.13,2015-09-15,2015-09-28,Regular Cash,2015-10-20,Quarter,2015-09-30
0.13,2015-06-16,2015-06-26,Regular Cash,2015-07-21,Quarter,2015-06-30
0.13,2015-03-17,2015-03-27,Regular Cash,2015-04-21,Quarter,2015-03-31
0.13,2014-12-16,2014-12-29,Regular Cash,2015-01-21,Quarter,2014-12-31
0.13,2014-09-16,2014-09-26,Regular Cash,2014-10-16,Quarter,2014-09-30
0.13,2014-06-17,2014-06-26,Regular Cash,2014-07-17,Quarter,2014-06-30
0.12,2014-03-18,2014-03-27,Regular Cash,2014-04-17,Quarter,2014-03-31
0.12,2013-12-17,2013-12-27,Regular Cash,2014-01-23,Quarter,2013-12-31
0.12,2013-09-18,2013-09-26,Regular Cash,2013-10-17,Quarter,2013-09-30
0.12,2013-06-18,2013-06-26,Regular Cash,2013-07-18,Quarter,2013-06-28
0.11,2013-03-19,2013-03-26,Regular Cash,2013-04-18,Quarter,2013-03-29
0.1,2012-12-18,2012-12-27,Regular Cash,2013-01-17,Quarter,2012-12-31
0.1,2012-08-21,2012-09-26,Regular Cash,2012-10-18,Quarter,2012-09-28
0.08,2012-06-19,2012-06-27,Regular Cash,2012-07-19,Quarter,2012-06-29
0.08,2012-03-21,2012-03-28,Regular Cash,2012-04-19,Quarter,2012-03-30
0.08,2011-12-20,2011-12-28,Regular Cash,2012-01-20,Quarter,2011-12-30
0.08,2011-09-20,2011-09-28,Regular Cash,2011-10-20,Quarter,2011-09-30
0.06,2011-06-21,2011-06-29,Regular Cash,2011-07-21,Quarter,2011-07-01
0.06,2011-03-22,2011-03-30,Regular Cash,2011-04-21,Quarter,2011-04-01
0.01,2010-12-21,2010-12-29,Regular Cash,2011-01-20,Quarter,2010-12-31
0.01,2010-09-21,2010-09-28,Regular Cash,2010-10-21,Quarter,2010-09-30
0.01,2010-06-15,2010-06-28,Regular Cash,2010-07-22,Quarter,2010-06-30
0.01,2010-03-16,2010-03-29,Regular Cash,2010-04-22,Quarter,2010-03-31
