Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.475,2017-10-10,2017-11-14,Regular Cash,2017-12-15,Quarter,2017-11-15
0.4625,2017-07-11,2017-08-11,Regular Cash,2017-09-15,Quarter,2017-08-15
0.4625,2017-05-09,2017-05-24,Regular Cash,2017-06-15,Quarter,2017-05-26
0.4625,2017-01-10,2017-02-13,Regular Cash,2017-03-15,Quarter,2017-02-15
0.4625,2016-10-11,2016-11-10,Regular Cash,2016-12-15,Quarter,2016-11-15
0.44,2016-07-12,2016-08-11,Regular Cash,2016-09-15,Quarter,2016-08-15
0.44,2016-05-10,2016-05-25,Regular Cash,2016-06-15,Quarter,2016-05-27
0.44,2016-01-12,2016-02-11,Regular Cash,2016-03-15,Quarter,2016-02-16
0.44,2015-10-13,2015-11-12,Regular Cash,2015-12-15,Quarter,2015-11-16
0.4,2015-07-14,2015-08-12,Regular Cash,2015-09-15,Quarter,2015-08-14
0.4,2015-05-12,2015-05-21,Regular Cash,2015-06-15,Quarter,2015-05-26
0.4,2015-01-13,2015-02-11,Regular Cash,2015-03-16,Quarter,2015-02-16
0.4,2014-09-09,2014-11-13,Regular Cash,2014-12-15,Quarter,2014-11-17
0.35,2014-07-08,2014-08-13,Regular Cash,2014-09-15,Quarter,2014-08-15
0.019118,2014-01-28,2014-07-02,Spinoff,2014-07-01,None,2014-06-20
0.35,2014-05-13,2014-05-21,Regular Cash,2014-06-16,Quarter,2014-05-23
0.35,2014-01-14,2014-02-12,Regular Cash,2014-03-17,Quarter,2014-02-17
0.35,2013-09-10,2013-11-13,Regular Cash,2013-12-16,Quarter,2013-11-15
0.3,2013-07-09,2013-08-13,Regular Cash,2013-09-16,Quarter,2013-08-15
0.3,2013-05-14,2013-05-22,Regular Cash,2013-06-14,Quarter,2013-05-24
0.3,2013-01-08,2013-02-13,Regular Cash,2013-03-15,Quarter,2013-02-15
0.3,2012-10-09,2012-11-13,Regular Cash,2012-12-17,Quarter,2012-11-15
0.2625,2012-07-09,2012-08-13,Regular Cash,2012-09-17,Quarter,2012-08-15
0.2625,2012-05-08,2012-05-22,Regular Cash,2012-06-15,Quarter,2012-05-24
0.2625,2012-01-10,2012-02-13,Regular Cash,2012-03-15,Quarter,2012-02-15
0.2625,2011-10-11,2011-11-14,Regular Cash,2011-12-15,Quarter,2011-11-16
0.2625,2011-07-12,2011-08-11,Regular Cash,2011-09-15,Quarter,2011-08-15
0.2625,2011-03-29,2011-05-13,Regular Cash,2011-06-15,Quarter,2011-05-17
0.1875,2011-01-11,2011-02-11,Regular Cash,2011-03-15,Quarter,2011-02-15
0.125,2010-10-12,2010-11-12,Regular Cash,2010-12-15,Quarter,2010-11-16
0.125,2010-07-13,2010-08-12,Regular Cash,2010-09-15,Quarter,2010-08-16
0.125,2010-04-26,2010-05-13,Regular Cash,2010-06-15,Quarter,2010-05-17
0.025,2010-01-12,2010-02-11,Regular Cash,2010-03-15,Quarter,2010-02-16
