Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.125,2018-01-17,2018-01-30,Regular Cash,2018-02-15,Quarter,2018-01-31
0.125,2017-10-18,2017-10-30,Regular Cash,2017-11-15,Quarter,2017-10-31
0.125,2017-07-19,2017-07-27,Regular Cash,2017-08-15,Quarter,2017-07-31
0.125,2017-04-19,2017-04-27,Regular Cash,2017-05-15,Quarter,2017-05-01
0.125,2017-01-18,2017-01-30,Regular Cash,2017-02-15,Quarter,2017-02-01
0.125,2016-10-19,2016-10-28,Regular Cash,2016-11-15,Quarter,2016-11-01
0.125,2016-07-20,2016-07-28,Regular Cash,2016-08-15,Quarter,2016-08-01
0.125,2016-04-20,2016-04-28,Regular Cash,2016-05-16,Quarter,2016-05-02
0.125,2016-01-20,2016-01-28,Regular Cash,2016-02-15,Quarter,2016-02-01
0.51,2015-10-21,2015-10-29,Regular Cash,2015-11-13,Quarter,2015-11-02
0.49,2015-07-15,2015-07-29,Regular Cash,2015-08-14,Quarter,2015-07-31
0.48,2015-04-15,2015-04-28,Regular Cash,2015-05-15,Quarter,2015-04-30
0.45,2015-01-21,2015-01-29,Regular Cash,2015-02-17,Quarter,2015-02-02
0.44,2014-10-15,2014-10-29,Regular Cash,2014-11-17,Quarter,2014-10-31
0.43,2014-07-16,2014-07-29,Regular Cash,2014-08-15,Quarter,2014-07-31
0.42,2014-04-16,2014-04-28,Regular Cash,2014-05-16,Quarter,2014-04-30
0.41,2014-01-15,2014-01-29,Regular Cash,2014-02-18,Quarter,2014-01-31
0.41,2013-10-16,2013-10-29,Regular Cash,2013-11-15,Quarter,2013-10-31
0.4,2013-05-13,2013-07-29,Regular Cash,2013-08-15,Quarter,2013-07-31
0.38,2013-04-17,2013-04-25,Regular Cash,2013-05-16,Quarter,2013-04-29
0.37,2013-01-16,2013-01-29,Regular Cash,2013-02-15,Quarter,2013-01-31
0.36,2012-10-17,2012-10-29,Regular Cash,2012-11-15,Quarter,2012-10-31
0.35,2012-07-18,2012-07-27,Regular Cash,2012-08-15,Quarter,2012-07-31
0.32,2012-04-18,2012-04-26,Regular Cash,2012-05-16,Quarter,2012-04-30
0.31,2012-01-18,2012-01-27,Regular Cash,2012-02-15,Quarter,2012-01-31
0.3,2011-10-19,2011-10-27,Regular Cash,2011-11-15,Quarter,2011-10-31
0.3,2011-07-20,2011-07-28,Regular Cash,2011-08-15,Quarter,2011-08-01
0.14,2011-04-20,2011-04-28,Pro Rata,2011-05-16,Quarter,2011-05-02
