Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.835,2017-11-01,2017-11-10,Regular Cash,2017-12-11,Quarter,2017-11-13
0.76,2017-06-07,2017-08-10,Regular Cash,2017-09-11,Quarter,2017-08-14
0.76,2017-04-05,2017-05-11,Regular Cash,2017-06-12,Quarter,2017-05-15
0.76,2017-02-08,2017-02-16,Regular Cash,2017-03-10,Quarter,2017-02-21
0.76,2016-11-02,2016-11-09,Regular Cash,2016-12-12,Quarter,2016-11-14
0.725,2016-06-08,2016-08-11,Regular Cash,2016-09-12,Quarter,2016-08-15
0.725,2016-04-06,2016-05-12,Regular Cash,2016-06-10,Quarter,2016-05-16
0.725,2016-02-03,2016-02-11,Regular Cash,2016-03-10,Quarter,2016-02-16
0.725,2015-11-10,2015-11-19,Regular Cash,2015-12-10,Quarter,2015-11-23
0.65,2015-06-03,2015-08-13,Regular Cash,2015-09-10,Quarter,2015-08-17
0.65,2015-04-09,2015-05-14,Regular Cash,2015-06-10,Quarter,2015-05-18
0.65,2015-02-04,2015-02-12,Regular Cash,2015-03-10,Quarter,2015-02-17
0.65,2014-11-05,2014-11-13,Regular Cash,2014-12-10,Quarter,2014-11-17
0.58,2014-06-04,2014-08-07,Regular Cash,2014-09-10,Quarter,2014-08-11
0.58,2014-04-09,2014-05-08,Regular Cash,2014-06-10,Quarter,2014-05-12
0.58,2014-02-05,2014-02-13,Regular Cash,2014-03-10,Quarter,2014-02-18
0.58,2013-11-06,2013-11-14,Regular Cash,2013-12-10,Quarter,2013-11-18
0.52,2013-06-05,2013-08-08,Regular Cash,2013-09-10,Quarter,2013-08-12
0.52,2013-04-03,2013-05-09,Regular Cash,2013-06-10,Quarter,2013-05-13
0.47,2013-02-06,2013-02-14,Regular Cash,2013-03-11,Quarter,2013-02-19
0.47,2012-10-31,2012-11-08,Regular Cash,2012-12-10,Quarter,2012-11-13
0.47,2012-06-08,2012-08-09,Regular Cash,2012-09-10,Quarter,2012-08-13
0.425,2012-04-04,2012-05-10,Regular Cash,2012-06-11,Quarter,2012-05-14
0.425,2012-02-08,2012-02-16,Regular Cash,2012-03-12,Quarter,2012-02-21
0.425,2011-11-02,2011-11-09,Regular Cash,2011-12-12,Quarter,2011-11-14
0.425,2011-06-02,2011-08-11,Regular Cash,2011-09-12,Quarter,2011-08-15
0.35,2011-04-06,2011-05-12,Regular Cash,2011-06-10,Quarter,2011-05-16
0.35,2011-02-02,2011-02-10,Regular Cash,2011-03-10,Quarter,2011-02-14
0.35,2010-11-05,2010-11-10,Regular Cash,2010-12-10,Quarter,2010-11-15
0.35,2010-06-03,2010-08-12,Regular Cash,2010-09-10,Quarter,2010-08-16
0.29,2010-04-07,2010-05-13,Regular Cash,2010-06-10,Quarter,2010-05-17
0.29,2010-02-03,2010-02-11,Regular Cash,2010-03-10,Quarter,2010-02-16
