Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.075,2017-11-01,2017-11-17,Regular Cash,2017-12-13,Quarter,2017-11-20
0.075,2017-08-02,2017-08-17,Regular Cash,2017-09-13,Quarter,2017-08-21
0.075,2017-05-10,2017-06-05,Regular Cash,2017-06-21,Quarter,2017-06-07
0.075,2017-02-01,2017-02-15,Regular Cash,2017-03-15,Quarter,2017-02-20
0.075,2016-11-03,2016-11-17,Regular Cash,2016-12-14,Quarter,2016-11-21
0.075,2016-08-04,2016-08-18,Regular Cash,2016-09-14,Quarter,2016-08-22
0.075,2016-05-12,2016-06-06,Regular Cash,2016-06-22,Quarter,2016-06-08
4.0,2016-02-04,2016-03-04,Special Cash,2016-03-22,None,2016-03-08
0.15,2016-02-04,2016-02-18,Regular Cash,2016-03-16,Quarter,2016-02-22
0.15,2015-11-05,2015-11-19,Regular Cash,2015-12-16,Quarter,2015-11-23
0.15,2015-08-11,2015-08-24,Regular Cash,2015-09-16,Quarter,2015-08-26
0.15,2015-05-14,2015-06-08,Regular Cash,2015-06-24,Quarter,2015-06-10
0.15,2015-02-05,2015-02-24,Regular Cash,2015-03-18,Quarter,2015-02-26
0.15,2014-11-05,2014-11-20,Regular Cash,2014-12-17,Quarter,2014-11-24
0.15,2014-08-06,2014-08-25,Regular Cash,2014-09-17,Quarter,2014-08-27
0.15,2014-05-08,2014-06-06,Regular Cash,2014-06-25,Quarter,2014-06-10
0.15,2014-01-29,2014-02-20,Regular Cash,2014-03-19,Quarter,2014-02-24
0.15,2013-10-23,2013-11-21,Regular Cash,2013-12-18,Quarter,2013-11-25
0.15,2013-07-30,2013-08-22,Regular Cash,2013-09-18,Quarter,2013-08-26
0.15,2013-05-07,2013-06-17,Regular Cash,2013-06-27,Quarter,2013-06-19
