Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
1.3,2017-11-09,2017-11-28,Regular Cash,2017-12-13,Quarter,2017-11-29
1.25,2017-08-23,2017-09-01,Regular Cash,2017-09-20,Quarter,2017-09-06
1.25,2017-05-17,2017-05-26,Regular Cash,2017-06-14,Quarter,2017-05-31
1.25,2017-02-22,2017-03-06,Regular Cash,2017-03-22,Quarter,2017-03-08
1.25,2016-11-16,2016-11-28,Regular Cash,2016-12-14,Quarter,2016-11-30
1.15,2016-08-17,2016-09-02,Regular Cash,2016-09-21,Quarter,2016-09-07
1.15,2016-05-18,2016-05-27,Regular Cash,2016-06-15,Quarter,2016-06-01
1.15,2016-02-24,2016-03-07,Regular Cash,2016-03-23,Quarter,2016-03-09
1.15,2015-11-19,2015-11-30,Regular Cash,2015-12-16,Quarter,2015-12-02
0.95,2015-08-12,2015-08-24,Regular Cash,2015-09-09,Quarter,2015-08-26
0.95,2015-05-13,2015-06-01,Regular Cash,2015-06-17,Quarter,2015-06-03
0.95,2015-02-25,2015-03-09,Regular Cash,2015-03-25,Quarter,2015-03-11
0.95,2014-11-19,2014-12-01,Regular Cash,2014-12-17,Quarter,2014-12-03
0.75,2014-08-13,2014-08-25,Regular Cash,2014-09-10,Quarter,2014-08-27
0.75,2014-05-14,2014-06-02,Regular Cash,2014-06-18,Quarter,2014-06-04
0.75,2014-02-26,2014-03-10,Regular Cash,2014-03-26,Quarter,2014-03-12
0.75,2013-11-20,2013-12-02,Regular Cash,2013-12-18,Quarter,2013-12-04
0.48,2013-08-14,2013-08-26,Regular Cash,2013-09-18,Quarter,2013-08-28
0.48,2013-05-15,2013-06-03,Regular Cash,2013-06-19,Quarter,2013-06-05
0.48,2013-02-20,2013-03-04,Regular Cash,2013-03-20,Quarter,2013-03-06
0.48,2012-11-14,2012-11-26,Regular Cash,2012-12-12,Quarter,2012-11-28
0.48,2012-08-15,2012-08-27,Regular Cash,2012-09-19,Quarter,2012-08-29
0.48,2012-05-09,2012-05-25,Regular Cash,2012-06-13,Quarter,2012-05-30
0.48,2012-02-22,2012-03-05,Regular Cash,2012-03-21,Quarter,2012-03-07
0.48,2011-11-16,2011-11-28,Regular Cash,2011-12-14,Quarter,2011-11-30
0.48,2011-08-17,2011-08-29,Regular Cash,2011-09-14,Quarter,2011-08-31
0.48,2011-05-18,2011-05-27,Regular Cash,2011-06-15,Quarter,2011-06-01
0.48,2011-02-25,2011-03-07,Regular Cash,2011-03-23,Quarter,2011-03-09
0.48,2010-11-17,2010-11-29,Regular Cash,2010-12-15,Quarter,2010-12-01
0.48,2010-08-18,2010-08-30,Regular Cash,2010-09-15,Quarter,2010-09-01
0.48,2010-05-19,2010-05-28,Regular Cash,2010-06-16,Quarter,2010-06-02
0.48,2010-02-24,2010-03-08,Regular Cash,2010-03-24,Quarter,2010-03-10
