Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.93,2017-11-02,2017-12-14,Regular Cash,2018-01-12,Quarter,2017-12-15
0.93,2017-08-07,2017-09-14,Regular Cash,2017-09-29,Quarter,2017-09-15
0.93,2017-05-08,2017-06-13,Regular Cash,2017-06-30,Quarter,2017-06-15
0.93,2017-03-01,2017-03-13,Regular Cash,2017-03-31,Quarter,2017-03-15
0.88,2016-11-09,2016-12-13,Regular Cash,2017-01-13,Quarter,2016-12-15
0.88,2016-08-10,2016-09-13,Regular Cash,2016-09-30,Quarter,2016-09-15
0.88,2016-05-11,2016-06-13,Regular Cash,2016-06-30,Quarter,2016-06-15
0.88,2016-02-17,2016-03-11,Regular Cash,2016-03-31,Quarter,2016-03-15
0.85,2015-11-12,2015-12-11,Regular Cash,2016-01-15,Quarter,2015-12-15
0.85,2015-08-11,2015-09-11,Regular Cash,2015-09-30,Quarter,2015-09-15
0.85,2015-05-13,2015-06-11,Regular Cash,2015-06-30,Quarter,2015-06-15
0.85,2015-02-26,2015-03-11,Regular Cash,2015-03-31,Quarter,2015-03-13
0.83,2014-11-04,2014-12-11,Regular Cash,2015-01-15,Quarter,2014-12-15
0.83,2014-07-21,2014-09-11,Regular Cash,2014-09-30,Quarter,2014-09-15
0.83,2014-04-29,2014-06-11,Regular Cash,2014-06-30,Quarter,2014-06-13
0.83,2014-02-11,2014-03-12,Regular Cash,2014-03-31,Quarter,2014-03-14
0.78,2013-10-22,2013-12-11,Regular Cash,2014-01-15,Quarter,2013-12-13
0.78,2013-07-23,2013-09-11,Regular Cash,2013-09-30,Quarter,2013-09-13
0.78,2013-05-01,2013-06-12,Regular Cash,2013-06-28,Quarter,2013-06-14
0.78,2013-02-12,2013-03-13,Regular Cash,2013-03-29,Quarter,2013-03-15
0.73,2012-10-30,2012-12-12,Regular Cash,2013-01-15,Quarter,2012-12-14
0.73,2012-07-19,2012-09-12,Regular Cash,2012-09-28,Quarter,2012-09-14
0.73,2012-04-23,2012-06-13,Regular Cash,2012-06-29,Quarter,2012-06-15
0.73,2012-02-14,2012-03-13,Regular Cash,2012-03-30,Quarter,2012-03-15
0.68,2011-10-24,2011-12-13,Regular Cash,2012-01-13,Quarter,2011-12-15
0.68,2011-07-25,2011-09-13,Regular Cash,2011-09-30,Quarter,2011-09-15
0.68,2011-04-25,2011-06-13,Regular Cash,2011-06-30,Quarter,2011-06-15
0.68,2011-02-11,2011-03-11,Regular Cash,2011-03-31,Quarter,2011-03-15
0.53,2010-11-03,2010-12-13,Regular Cash,2011-01-14,Quarter,2010-12-15
0.53,2010-07-19,2010-09-13,Regular Cash,2010-09-30,Quarter,2010-09-15
0.48,2010-04-27,2010-06-11,Regular Cash,2010-06-30,Quarter,2010-06-15
0.48,2010-02-24,2010-03-11,Regular Cash,2010-03-31,Quarter,2010-03-15
