Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.6,2017-12-06,2017-12-28,Regular Cash,2018-02-01,Quarter,2017-12-29
0.6,2017-08-30,2017-09-28,Regular Cash,2017-11-01,Quarter,2017-09-29
0.6,2017-05-31,2017-06-28,Regular Cash,2017-08-01,Quarter,2017-06-30
0.6,2017-02-22,2017-03-29,Regular Cash,2017-05-01,Quarter,2017-03-31
0.6,2016-12-07,2016-12-28,Regular Cash,2017-02-01,Quarter,2016-12-30
0.6,2016-08-31,2016-09-28,Regular Cash,2016-11-01,Quarter,2016-09-30
0.6,2016-05-25,2016-06-28,Regular Cash,2016-08-01,Quarter,2016-06-30
0.6,2016-02-24,2016-03-29,Regular Cash,2016-05-02,Quarter,2016-03-31
0.6,2015-12-02,2015-12-29,Regular Cash,2016-02-01,Quarter,2015-12-31
0.6,2015-08-26,2015-09-28,Regular Cash,2015-11-02,Quarter,2015-09-30
0.6,2015-05-27,2015-06-26,Regular Cash,2015-08-03,Quarter,2015-06-30
0.6,2015-02-25,2015-03-27,Regular Cash,2015-05-01,Quarter,2015-03-31
0.6,2014-12-03,2014-12-29,Regular Cash,2015-02-02,Quarter,2014-12-31
0.6,2014-08-27,2014-09-26,Regular Cash,2014-11-03,Quarter,2014-09-30
0.6,2014-05-28,2014-06-26,Regular Cash,2014-08-01,Quarter,2014-06-30
0.51,2014-02-26,2014-03-27,Regular Cash,2014-05-01,Quarter,2014-03-31
0.51,2013-12-04,2013-12-27,Regular Cash,2014-02-03,Quarter,2013-12-31
0.51,2013-08-28,2013-09-26,Regular Cash,2013-11-01,Quarter,2013-09-30
0.51,2013-05-30,2013-06-26,Regular Cash,2013-08-01,Quarter,2013-06-28
0.51,2013-02-27,2013-03-26,Regular Cash,2013-05-01,Quarter,2013-03-28
0.46,2012-12-05,2012-12-27,Regular Cash,2013-02-01,Quarter,2012-12-31
0.46,2012-08-29,2012-09-26,Regular Cash,2012-11-01,Quarter,2012-09-28
0.46,2012-05-30,2012-06-27,Regular Cash,2012-08-01,Quarter,2012-06-29
0.46,2012-02-29,2012-03-28,Regular Cash,2012-05-01,Quarter,2012-03-30
0.41,2011-12-07,2011-12-28,Regular Cash,2012-02-01,Quarter,2011-12-30
0.41,2011-08-31,2011-09-28,Regular Cash,2011-11-01,Quarter,2011-09-30
0.41,2011-05-24,2011-06-28,Regular Cash,2011-08-01,Quarter,2011-06-30
0.35,2011-02-23,2011-03-29,Regular Cash,2011-05-02,Quarter,2011-03-31
0.35,2010-12-01,2010-12-29,Regular Cash,2011-02-01,Quarter,2010-12-31
0.3,2010-08-25,2010-09-28,Regular Cash,2010-11-01,Quarter,2010-09-30
0.3,2010-05-26,2010-06-28,Regular Cash,2010-08-02,Quarter,2010-06-30
0.28,2010-02-24,2010-03-29,Regular Cash,2010-05-03,Quarter,2010-03-31
