Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.52,2017-10-19,2017-11-13,Regular Cash,2017-12-01,Quarter,2017-11-14
0.52,2017-07-20,2017-08-10,Regular Cash,2017-09-01,Quarter,2017-08-14
0.52,2017-04-20,2017-05-10,Regular Cash,2017-06-01,Quarter,2017-05-12
0.52,2017-01-19,2017-02-10,Regular Cash,2017-03-01,Quarter,2017-02-14
0.495,2016-10-20,2016-11-09,Regular Cash,2016-12-01,Quarter,2016-11-14
0.495,2016-07-21,2016-08-10,Regular Cash,2016-09-01,Quarter,2016-08-12
0.495,2016-04-21,2016-05-11,Regular Cash,2016-06-01,Quarter,2016-05-13
0.495,2015-12-03,2016-02-10,Regular Cash,2016-03-01,Quarter,2016-02-12
0.4575,2015-10-15,2015-11-10,Regular Cash,2015-12-01,Quarter,2015-11-13
0.23372301,2015-06-12,2015-08-12,Pro Rata,2015-09-01,Quarter,2015-08-14
0.20665755,2015-06-12,2015-06-30,Pro Rata,2015-07-06,Quarter,2015-06-28
0.4225,2015-04-16,2015-05-12,Regular Cash,2015-06-01,Quarter,2015-05-14
0.4225,2014-12-04,2015-02-11,Regular Cash,2015-03-01,Quarter,2015-02-13
0.39,2014-10-16,2014-11-12,Regular Cash,2014-12-01,Quarter,2014-11-14
0.39,2014-07-17,2014-08-12,Regular Cash,2014-09-01,Quarter,2014-08-14
0.39,2014-04-17,2014-05-12,Regular Cash,2014-06-01,Quarter,2014-05-14
0.39,2014-01-16,2014-02-12,Regular Cash,2014-03-01,Quarter,2014-02-14
0.3825,2013-10-17,2013-11-12,Regular Cash,2013-12-01,Quarter,2013-11-14
0.3825,2013-07-18,2013-08-12,Regular Cash,2013-09-01,Quarter,2013-08-14
0.34,2013-04-18,2013-05-10,Regular Cash,2013-06-01,Quarter,2013-05-14
0.34,2012-12-06,2013-02-12,Regular Cash,2013-03-01,Quarter,2013-02-14
0.3,2012-10-18,2012-11-09,Regular Cash,2012-12-01,Quarter,2012-11-14
0.3,2012-07-19,2012-08-10,Regular Cash,2012-09-01,Quarter,2012-08-14
0.3,2012-04-19,2012-05-10,Regular Cash,2012-06-01,Quarter,2012-05-14
0.3,2011-12-01,2012-02-10,Regular Cash,2012-03-01,Quarter,2012-02-14
0.26,2011-10-20,2011-11-09,Regular Cash,2011-12-01,Quarter,2011-11-14
0.26,2011-07-21,2011-08-10,Regular Cash,2011-09-01,Quarter,2011-08-12
0.26,2011-04-21,2011-05-11,Regular Cash,2011-06-01,Quarter,2011-05-13
2.0,2011-01-20,2011-03-02,Stock Split,2011-03-01,None,2011-02-14
0.26,2011-01-20,2011-02-10,Regular Cash,2011-03-01,Quarter,2011-02-14
0.2,2010-10-14,2010-11-09,Regular Cash,2010-12-01,Quarter,2010-11-12
0.2,2010-07-22,2010-08-11,Regular Cash,2010-09-01,Quarter,2010-08-13
0.2,2010-04-22,2010-05-12,Regular Cash,2010-06-01,Quarter,2010-05-14
0.2,2010-01-21,2010-02-10,Regular Cash,2010-03-01,Quarter,2010-02-12
