Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.26,2017-12-05,2018-01-08,Regular Cash,2018-01-23,Quarter,2018-01-09
0.26,2017-08-31,2017-10-06,Regular Cash,2017-10-24,Quarter,2017-10-10
0.26,2017-06-01,2017-07-07,Regular Cash,2017-07-25,Quarter,2017-07-11
0.26,2017-03-15,2017-04-07,Regular Cash,2017-04-25,Quarter,2017-04-11
0.25,2016-12-01,2016-12-19,Regular Cash,2017-01-04,Quarter,2016-12-21
0.25,2016-08-24,2016-09-12,Regular Cash,2016-09-28,Quarter,2016-09-14
0.25,2016-05-26,2016-06-13,Regular Cash,2016-06-29,Quarter,2016-06-15
0.25,2016-03-10,2016-03-24,Regular Cash,2016-04-12,Quarter,2016-03-29
0.22,2015-12-03,2015-12-21,Regular Cash,2016-01-06,Quarter,2015-12-23
0.22,2015-08-27,2015-09-14,Regular Cash,2015-09-30,Quarter,2015-09-16
0.22,2015-05-28,2015-06-15,Regular Cash,2015-07-01,Quarter,2015-06-17
0.22,2015-03-10,2015-04-06,Regular Cash,2015-04-22,Quarter,2015-04-08
