Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.22,2017-10-27,2017-12-14,Regular Cash,2018-01-02,Quarter,2017-12-15
0.22,2017-08-02,2017-09-14,Regular Cash,2017-10-02,Quarter,2017-09-15
0.22,2017-05-19,2017-06-13,Regular Cash,2017-06-30,Quarter,2017-06-15
0.22,2017-02-17,2017-03-13,Regular Cash,2017-03-31,Quarter,2017-03-15
0.2,2016-10-27,2016-12-13,Regular Cash,2017-01-02,Quarter,2016-12-15
0.2,2016-08-05,2016-09-13,Regular Cash,2016-09-30,Quarter,2016-09-15
0.2,2016-05-13,2016-06-13,Regular Cash,2016-06-30,Quarter,2016-06-15
0.2,2016-02-19,2016-03-11,Regular Cash,2016-03-31,Quarter,2016-03-15
0.2,2015-10-30,2015-12-11,Regular Cash,2015-12-31,Quarter,2015-12-15
0.2,2015-08-06,2015-09-11,Regular Cash,2015-09-30,Quarter,2015-09-15
0.16,2015-05-08,2015-06-11,Regular Cash,2015-06-30,Quarter,2015-06-15
0.16,2015-02-20,2015-03-11,Regular Cash,2015-03-31,Quarter,2015-03-13
0.16,2014-10-31,2014-12-11,Regular Cash,2014-12-31,Quarter,2014-12-15
0.16,2014-07-31,2014-09-11,Regular Cash,2014-09-30,Quarter,2014-09-15
0.16,2014-04-25,2014-06-11,Regular Cash,2014-06-30,Quarter,2014-06-13
0.16,2014-02-21,2014-03-12,Regular Cash,2014-03-31,Quarter,2014-03-14
0.14,2013-10-24,2013-12-11,Regular Cash,2013-12-31,Quarter,2013-12-13
0.14,2013-08-02,2013-09-11,Regular Cash,2013-09-30,Quarter,2013-09-13
0.14,2013-04-26,2013-06-12,Regular Cash,2013-07-01,Quarter,2013-06-14
0.14,2013-02-21,2013-03-13,Regular Cash,2013-04-01,Quarter,2013-03-15
0.11,2012-10-26,2012-12-12,Regular Cash,2012-12-31,Quarter,2012-12-14
0.11,2012-08-01,2012-09-12,Regular Cash,2012-10-01,Quarter,2012-09-15
0.11,2012-04-26,2012-06-13,Regular Cash,2012-07-02,Quarter,2012-06-15
0.11,2012-02-27,2012-03-13,Regular Cash,2012-04-02,Quarter,2012-03-15
0.11,2011-11-01,2011-12-13,Regular Cash,2011-12-30,Quarter,2011-12-15
0.11,2011-07-27,2011-09-13,Regular Cash,2011-09-30,Quarter,2011-09-15
0.11,2011-05-06,2011-06-13,Regular Cash,2011-06-30,Quarter,2011-06-15
0.11,2011-02-28,2011-03-11,Regular Cash,2011-03-31,Quarter,2011-03-15
0.1,2010-11-02,2010-12-13,Regular Cash,2010-12-31,Quarter,2010-12-15
0.1,2010-07-26,2010-09-13,Regular Cash,2010-09-30,Quarter,2010-09-15
0.1,2010-04-30,2010-06-11,Regular Cash,2010-06-30,Quarter,2010-06-15
0.1,2010-02-26,2010-03-11,Regular Cash,2010-03-31,Quarter,2010-03-15
