Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.5,2017-11-17,2017-12-08,Regular Cash,2018-01-02,Quarter,2017-12-11
0.5,2017-08-18,2017-09-08,Regular Cash,2017-10-02,Quarter,2017-09-11
0.5,2017-06-12,2017-06-20,Regular Cash,2017-07-06,Quarter,2017-06-22
0.4,2017-02-17,2017-03-09,Regular Cash,2017-04-03,Quarter,2017-03-13
0.4,2016-11-18,2016-12-08,Regular Cash,2017-01-03,Quarter,2016-12-12
0.4,2016-08-19,2016-09-08,Regular Cash,2016-10-03,Quarter,2016-09-12
0.4,2016-06-06,2016-06-14,Regular Cash,2016-07-01,Quarter,2016-06-16
0.25,2016-02-19,2016-03-10,Regular Cash,2016-04-01,Quarter,2016-03-14
0.25,2015-11-02,2015-12-10,Regular Cash,2016-01-04,Quarter,2015-12-14
0.25,2015-08-14,2015-09-08,Regular Cash,2015-10-01,Quarter,2015-09-10
0.25,2015-06-08,2015-06-16,Regular Cash,2015-07-02,Quarter,2015-06-18
0.2,2015-02-13,2015-03-09,Regular Cash,2015-04-01,Quarter,2015-03-11
0.2,2014-11-21,2014-12-10,Regular Cash,2015-01-02,Quarter,2014-12-12
0.2,2014-08-15,2014-09-08,Regular Cash,2014-10-01,Quarter,2014-09-10
0.2,2014-06-09,2014-06-17,Regular Cash,2014-07-03,Quarter,2014-06-19
0.15,2014-02-14,2014-03-07,Regular Cash,2014-04-01,Quarter,2014-03-11
0.15,2013-11-15,2013-12-10,Regular Cash,2014-01-02,Quarter,2013-12-12
0.15,2013-08-16,2013-09-06,Regular Cash,2013-10-01,Quarter,2013-09-10
0.15,2013-06-03,2013-06-13,Regular Cash,2013-07-01,Quarter,2013-06-17
0.14,2013-02-15,2013-03-07,Regular Cash,2013-04-01,Quarter,2013-03-11
0.14,2012-11-02,2012-11-19,Regular Cash,2012-12-17,Quarter,2012-11-21
0.14,2012-08-17,2012-09-06,Regular Cash,2012-10-01,Quarter,2012-09-10
0.14,2012-06-04,2012-06-14,Regular Cash,2012-07-02,Quarter,2012-06-18
0.13,2012-02-17,2012-03-08,Regular Cash,2012-04-02,Quarter,2012-03-12
0.13,2011-11-18,2011-12-09,Regular Cash,2012-01-03,Quarter,2011-12-13
0.13,2011-08-19,2011-09-08,Regular Cash,2011-10-03,Quarter,2011-09-12
0.13,2011-06-06,2011-06-15,Regular Cash,2011-07-01,Quarter,2011-06-17
0.12,2011-02-28,2011-03-16,Regular Cash,2011-04-01,Quarter,2011-03-18
0.12,2010-11-08,2010-11-18,Regular Cash,2010-12-17,Quarter,2010-11-22
0.12,2010-08-23,2010-09-08,Regular Cash,2010-10-01,Quarter,2010-09-10
0.12,2010-06-07,2010-06-15,Regular Cash,2010-07-01,Quarter,2010-06-17
0.11,2010-02-15,2010-03-09,Regular Cash,2010-04-01,Quarter,2010-03-11
