Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
-2.4245362661989844e-14,2016-02-24,2016-02-24,Discontinued,,Suspend,
0.02,2015-10-26,2015-11-13,Regular Cash,2015-12-07,Quarter,2015-11-17
0.02,2015-07-27,2015-08-14,Regular Cash,2015-09-04,Quarter,2015-08-18
0.02,2015-05-11,2015-05-21,Regular Cash,2015-06-05,Quarter,2015-05-26
0.02,2015-02-13,2015-02-20,Regular Cash,2015-03-06,Quarter,2015-02-24
0.02,2014-11-04,2014-11-12,Regular Cash,2014-12-05,Quarter,2014-11-14
0.02,2014-07-29,2014-08-14,Regular Cash,2014-09-05,Quarter,2014-08-18
0.02,2014-05-13,2014-05-21,Regular Cash,2014-06-06,Quarter,2014-05-23
0.02,2014-02-14,2014-02-21,Regular Cash,2014-03-07,Quarter,2014-02-25
0.02,2013-10-29,2013-11-15,Regular Cash,2013-12-06,Quarter,2013-11-19
0.02,2013-07-30,2013-08-16,Regular Cash,2013-09-06,Quarter,2013-08-20
0.02,2013-05-24,2013-05-30,Regular Cash,2013-06-22,Quarter,2013-06-03
0.02,2013-02-14,2013-02-21,Regular Cash,2013-03-07,Quarter,2013-02-25
0.02,2012-10-29,2012-11-15,Regular Cash,2012-12-07,Quarter,2012-11-19
0.02,2012-07-31,2012-08-15,Regular Cash,2012-09-07,Quarter,2012-08-17
0.02,2012-05-14,2012-05-24,Regular Cash,2012-06-07,Quarter,2012-05-29
0.02,2012-02-14,2012-02-22,Regular Cash,2012-03-07,Quarter,2012-02-24
0.02,2011-11-04,2011-11-16,Regular Cash,2011-12-07,Quarter,2011-11-18
0.02,2011-08-03,2011-08-17,Regular Cash,2011-09-07,Quarter,2011-08-19
0.02,2011-05-18,2011-05-25,Regular Cash,2011-06-13,Quarter,2011-05-27
0.02,2011-02-25,2011-03-09,Regular Cash,2011-03-28,Quarter,2011-03-11
0.02,2010-11-16,2010-11-23,Regular Cash,2010-12-13,Quarter,2010-11-26
0.02,2010-08-09,2010-08-18,Regular Cash,2010-09-13,Quarter,2010-08-20
