Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.07,2017-10-27,2018-01-18,Regular Cash,2018-02-09,Quarter,2018-01-19
0.07,2017-07-24,2017-10-19,Regular Cash,2017-11-10,Quarter,2017-10-20
0.07,2017-04-28,2017-07-19,Regular Cash,2017-08-10,Quarter,2017-07-21
0.07,2017-01-27,2017-04-11,Regular Cash,2017-05-10,Quarter,2017-04-14
0.07,2016-10-26,2017-01-18,Regular Cash,2017-02-10,Quarter,2017-01-20
0.07,2016-07-27,2016-10-12,Regular Cash,2016-11-10,Quarter,2016-10-14
0.07,2016-04-25,2016-07-13,Regular Cash,2016-08-10,Quarter,2016-07-15
0.07,2016-01-28,2016-04-13,Regular Cash,2016-05-10,Quarter,2016-04-15
0.07,2015-10-29,2016-01-13,Regular Cash,2016-02-10,Quarter,2016-01-15
0.07,2015-07-23,2015-10-14,Regular Cash,2015-11-10,Quarter,2015-10-16
0.07,2015-04-27,2015-07-15,Regular Cash,2015-08-10,Quarter,2015-07-17
0.07,2015-01-23,2015-04-15,Regular Cash,2015-05-11,Quarter,2015-04-17
0.07,2014-10-23,2015-01-14,Regular Cash,2015-02-06,Quarter,2015-01-16
0.07,2014-07-24,2014-10-15,Regular Cash,2014-11-07,Quarter,2014-10-17
0.07,2014-04-22,2014-07-16,Regular Cash,2014-08-08,Quarter,2014-07-18
0.07,2014-01-24,2014-04-15,Regular Cash,2014-05-09,Quarter,2014-04-18
0.07,2013-10-24,2014-01-15,Regular Cash,2014-02-07,Quarter,2014-01-17
0.07,2013-07-26,2013-10-16,Regular Cash,2013-11-08,Quarter,2013-10-18
0.07,2013-06-13,2013-07-17,Regular Cash,2013-08-09,Quarter,2013-07-19
0.07,2013-01-25,2013-04-17,Regular Cash,2013-05-10,Quarter,2013-04-19
0.07,2012-10-24,2013-01-16,Regular Cash,2013-02-08,Quarter,2013-01-18
0.07,2012-07-26,2012-10-17,Regular Cash,2012-11-09,Quarter,2012-10-19
0.07,2012-06-15,2012-07-18,Regular Cash,2012-08-10,Quarter,2012-07-20
0.07,2012-01-30,2012-04-18,Regular Cash,2012-05-11,Quarter,2012-04-20
0.07,2011-12-16,2012-01-18,Regular Cash,2012-02-10,Quarter,2012-01-20
0.07,2011-07-25,2011-10-19,Regular Cash,2011-11-11,Quarter,2011-10-21
0.07,2011-06-09,2011-07-20,Regular Cash,2011-08-12,Quarter,2011-07-22
0.07,2011-01-24,2011-04-19,Regular Cash,2011-05-13,Quarter,2011-04-22
0.07,2010-10-27,2011-01-19,Regular Cash,2011-02-11,Quarter,2011-01-21
0.07,2010-07-30,2010-10-20,Regular Cash,2010-11-12,Quarter,2010-10-22
0.07,2010-06-03,2010-07-21,Regular Cash,2010-08-13,Quarter,2010-07-23
0.07,2010-01-25,2010-04-14,Regular Cash,2010-05-07,Quarter,2010-04-16
0.07,2009-10-21,2010-01-20,Regular Cash,2010-02-12,Quarter,2010-01-22
