Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.3,2017-11-02,2017-11-29,Regular Cash,2017-12-10,Quarter,2017-11-30
0.3,2017-08-16,2017-08-29,Regular Cash,2017-09-10,Quarter,2017-08-31
0.3,2017-05-10,2017-05-26,Regular Cash,2017-06-10,Quarter,2017-05-31
0.3,2017-02-15,2017-02-24,Regular Cash,2017-03-10,Quarter,2017-02-28
0.25,2016-11-10,2016-11-28,Regular Cash,2016-12-10,Quarter,2016-11-30
0.25,2016-08-04,2016-08-29,Regular Cash,2016-09-10,Quarter,2016-08-31
0.25,2016-05-11,2016-05-26,Regular Cash,2016-06-10,Quarter,2016-05-31
0.25,2016-02-18,2016-02-25,Regular Cash,2016-03-10,Quarter,2016-02-29
0.23,2015-11-12,2015-11-25,Regular Cash,2015-12-10,Quarter,2015-11-30
0.23,2015-08-17,2015-08-27,Regular Cash,2015-09-10,Quarter,2015-08-31
0.23,2015-05-13,2015-05-27,Regular Cash,2015-06-10,Quarter,2015-05-29
0.23,2015-02-19,2015-02-26,Regular Cash,2015-03-10,Quarter,2015-03-02
0.2,2014-11-13,2014-11-25,Regular Cash,2014-12-10,Quarter,2014-11-28
0.2,2014-07-31,2014-08-27,Regular Cash,2014-09-10,Quarter,2014-08-29
0.2,2014-05-14,2014-05-28,Regular Cash,2014-06-10,Quarter,2014-05-30
0.2,2014-02-13,2014-02-26,Regular Cash,2014-03-10,Quarter,2014-02-28
0.15,2013-11-13,2013-11-26,Regular Cash,2013-12-10,Quarter,2013-11-29
0.15,2013-08-01,2013-08-28,Regular Cash,2013-09-10,Quarter,2013-08-30
0.15,2013-05-15,2013-05-29,Regular Cash,2013-06-10,Quarter,2013-05-31
0.15,2013-02-14,2013-02-26,Regular Cash,2013-03-08,Quarter,2013-02-28
0.12,2012-11-14,2012-11-28,Regular Cash,2012-12-10,Quarter,2012-11-30
0.12,2012-07-31,2012-08-29,Regular Cash,2012-09-10,Quarter,2012-08-31
0.12,2012-05-16,2012-05-29,Regular Cash,2012-06-08,Quarter,2012-05-31
0.12,2012-02-16,2012-02-27,Regular Cash,2012-03-09,Quarter,2012-02-29
0.1,2011-11-17,2011-11-28,Regular Cash,2011-12-09,Quarter,2011-11-30
0.1,2011-08-03,2011-08-29,Regular Cash,2011-09-09,Quarter,2011-08-31
0.1,2011-05-19,2011-05-26,Regular Cash,2011-06-10,Quarter,2011-05-31
0.075,2011-02-17,2011-02-24,Regular Cash,2011-03-10,Quarter,2011-02-28
0.075,2010-11-16,2010-11-26,Regular Cash,2010-12-10,Quarter,2010-11-30
0.075,2010-08-04,2010-08-27,Regular Cash,2010-09-10,Quarter,2010-08-31
0.075,2010-05-18,2010-05-26,Regular Cash,2010-06-10,Quarter,2010-05-31
0.075,2010-02-18,2010-02-24,Regular Cash,2010-03-10,Quarter,2010-02-26
