Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.19,2017-12-21,2018-01-04,Regular Cash,2018-01-19,Quarter,2018-01-05
0.19,2017-09-05,2017-09-21,Regular Cash,2017-10-06,Quarter,2017-09-22
0.19,2017-05-18,2017-06-21,Regular Cash,2017-07-07,Quarter,2017-06-23
0.19,2017-02-16,2017-03-22,Regular Cash,2017-04-07,Quarter,2017-03-24
0.19,2016-12-21,2016-12-29,Regular Cash,2017-01-13,Quarter,2017-01-03
0.19,2016-08-29,2016-09-28,Regular Cash,2016-10-14,Quarter,2016-09-30
0.19,2016-05-19,2016-06-22,Regular Cash,2016-07-08,Quarter,2016-06-24
0.19,2016-02-18,2016-03-22,Regular Cash,2016-04-08,Quarter,2016-03-25
0.18,2015-12-09,2015-12-21,Regular Cash,2016-01-06,Quarter,2015-12-23
0.18,2015-09-14,2015-09-23,Regular Cash,2015-10-09,Quarter,2015-09-25
0.18,2015-05-21,2015-06-24,Regular Cash,2015-07-10,Quarter,2015-06-26
0.18,2015-02-17,2015-03-25,Regular Cash,2015-04-10,Quarter,2015-03-27
0.16,2014-11-17,2014-12-23,Regular Cash,2015-01-09,Quarter,2014-12-26
0.16,2014-08-19,2014-09-24,Regular Cash,2014-10-10,Quarter,2014-09-26
0.16,2014-05-22,2014-06-25,Regular Cash,2014-07-11,Quarter,2014-06-27
0.16,2014-02-18,2014-03-26,Regular Cash,2014-04-11,Quarter,2014-03-28
0.14,2013-11-21,2013-12-24,Regular Cash,2014-01-10,Quarter,2013-12-27
0.14,2013-08-15,2013-09-25,Regular Cash,2013-10-11,Quarter,2013-09-27
0.14,2013-05-23,2013-06-28,Regular Cash,2013-07-12,Quarter,2013-07-02
3.0,2013-02-21,2013-06-24,Stock Split,2013-06-21,None,2013-06-07
0.14,2013-02-21,2013-03-26,Regular Cash,2013-04-12,Quarter,2013-03-28
0.12,2012-11-15,2012-12-27,Regular Cash,2013-01-14,Quarter,2012-12-31
0.12,2012-08-15,2012-09-26,Regular Cash,2012-10-12,Quarter,2012-09-28
0.12,2012-05-17,2012-06-27,Regular Cash,2012-07-13,Quarter,2012-06-30
0.12,2012-02-21,2012-03-28,Regular Cash,2012-04-13,Quarter,2012-03-30
0.106667,2011-11-18,2011-12-28,Regular Cash,2012-01-13,Quarter,2011-12-30
0.106667,2011-08-12,2011-09-28,Regular Cash,2011-10-14,Quarter,2011-09-30
0.106667,2011-05-19,2011-06-28,Regular Cash,2011-07-14,Quarter,2011-06-30
0.106667,2011-02-21,2011-03-29,Regular Cash,2011-04-14,Quarter,2011-03-31
0.096667,2010-12-15,2010-12-29,Regular Cash,2011-01-14,Quarter,2010-12-31
0.096667,2010-08-12,2010-09-28,Regular Cash,2010-10-14,Quarter,2010-09-30
0.096667,2010-05-18,2010-06-28,Regular Cash,2010-07-14,Quarter,2010-06-30
0.096667,2010-02-24,2010-03-22,Regular Cash,2010-04-07,Quarter,2010-03-24
