Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.3625,2017-11-06,2017-11-20,Regular Cash,2017-12-05,Quarter,2017-11-21
0.362,2017-08-03,2017-08-17,Regular Cash,2017-09-05,Quarter,2017-08-21
0.3615,2017-05-09,2017-05-19,Regular Cash,2017-06-06,Quarter,2017-05-23
0.361,2017-02-07,2017-02-16,Regular Cash,2017-03-07,Quarter,2017-02-21
0.3605,2016-11-07,2016-11-17,Regular Cash,2016-12-05,Quarter,2016-11-21
0.36,2016-08-08,2016-08-18,Regular Cash,2016-09-06,Quarter,2016-08-22
0.3595,2016-05-04,2016-05-19,Regular Cash,2016-06-06,Quarter,2016-05-23
0.359,2016-02-03,2016-02-18,Regular Cash,2016-03-07,Quarter,2016-02-22
0.3585,2015-11-04,2015-11-18,Regular Cash,2015-12-04,Quarter,2015-11-20
0.358,2015-08-03,2015-09-09,Regular Cash,2015-09-25,Quarter,2015-09-11
0.3575,2015-05-07,2015-05-19,Regular Cash,2015-06-04,Quarter,2015-05-21
0.357,2015-01-29,2015-02-19,Regular Cash,2015-03-09,Quarter,2015-02-23
0.3565,2014-10-30,2014-11-19,Regular Cash,2014-12-05,Quarter,2014-11-21
0.356,2014-07-31,2014-08-19,Regular Cash,2014-09-04,Quarter,2014-08-21
0.3555,2014-05-06,2014-05-19,Regular Cash,2014-06-03,Quarter,2014-05-21
0.355,2014-01-30,2014-02-19,Regular Cash,2014-03-07,Quarter,2014-02-21
0.3545,2013-10-30,2013-11-19,Regular Cash,2013-12-05,Quarter,2013-11-21
0.354,2013-07-31,2013-08-19,Regular Cash,2013-09-04,Quarter,2013-08-21
0.3535,2013-05-02,2013-05-17,Regular Cash,2013-06-04,Quarter,2013-05-21
0.353,2013-02-07,2013-02-19,Regular Cash,2013-03-07,Quarter,2013-02-21
0.352,2012-11-08,2012-11-19,Regular Cash,2012-12-06,Quarter,2012-11-21
0.351,2012-08-02,2012-08-20,Regular Cash,2012-09-05,Quarter,2012-08-22
0.35,2012-05-01,2012-05-15,Regular Cash,2012-05-31,Quarter,2012-05-17
0.349,2012-02-02,2012-02-16,Regular Cash,2012-03-06,Quarter,2012-02-21
0.348,2011-11-03,2011-11-17,Regular Cash,2011-12-05,Quarter,2011-11-21
0.347,2011-08-04,2011-08-16,Regular Cash,2011-09-01,Quarter,2011-08-18
0.346,2011-05-05,2011-05-17,Regular Cash,2011-06-02,Quarter,2011-05-19
0.345,2010-11-04,2010-12-09,Regular Cash,2010-12-27,Quarter,2010-12-13
0.344,2010-11-04,2010-11-16,Regular Cash,2010-12-02,Quarter,2010-11-18
0.343,2010-08-05,2010-08-17,Regular Cash,2010-09-02,Quarter,2010-08-19
0.342,2010-05-05,2010-05-17,Regular Cash,2010-06-02,Quarter,2010-05-19
0.341,2010-02-03,2010-02-16,Regular Cash,2010-03-04,Quarter,2010-02-18
