Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.51,2017-02-22,2017-12-14,Regular Cash,2017-12-29,Quarter,2017-12-15
0.51,2017-02-22,2017-09-13,Regular Cash,2017-09-29,Quarter,2017-09-14
0.51,2017-02-22,2017-06-15,Regular Cash,2017-06-30,Quarter,2017-06-19
0.51,2016-02-17,2017-03-13,Regular Cash,2017-03-31,Quarter,2017-03-15
0.51,2016-02-17,2016-12-12,Regular Cash,2016-12-30,Quarter,2016-12-14
0.51,2016-02-17,2016-09-13,Regular Cash,2016-09-30,Quarter,2016-09-15
0.51,2016-02-17,2016-06-16,Regular Cash,2016-06-30,Quarter,2016-06-20
0.51,2015-02-18,2016-03-14,Regular Cash,2016-03-31,Quarter,2016-03-16
0.51,2015-02-18,2015-12-11,Regular Cash,2015-12-31,Quarter,2015-12-15
0.51,2015-02-18,2015-09-11,Regular Cash,2015-09-30,Quarter,2015-09-15
0.51,2015-02-18,2015-06-12,Regular Cash,2015-06-30,Quarter,2015-06-16
0.48,2014-02-19,2015-03-12,Regular Cash,2015-03-31,Quarter,2015-03-16
0.48,2014-02-19,2014-12-11,Regular Cash,2014-12-31,Quarter,2014-12-15
0.48,2014-02-19,2014-09-11,Regular Cash,2014-09-30,Quarter,2014-09-15
0.48,2014-02-19,2014-06-13,Regular Cash,2014-06-30,Quarter,2014-06-17
0.45,2013-02-20,2014-03-13,Regular Cash,2014-03-31,Quarter,2014-03-17
0.45,2013-02-20,2013-12-12,Regular Cash,2013-12-31,Quarter,2013-12-16
0.45,2013-02-20,2013-09-12,Regular Cash,2013-09-30,Quarter,2013-09-16
0.45,2013-02-20,2013-06-14,Regular Cash,2013-06-28,Quarter,2013-06-18
0.45,2012-02-22,2013-03-13,Regular Cash,2013-03-29,Quarter,2013-03-15
0.45,2012-02-22,2012-12-12,Regular Cash,2012-12-31,Quarter,2012-12-14
0.45,2012-02-22,2012-09-12,Regular Cash,2012-09-28,Quarter,2012-09-14
0.45,2012-02-22,2012-06-13,Regular Cash,2012-06-29,Quarter,2012-06-15
0.4,2011-02-23,2012-03-13,Regular Cash,2012-03-30,Quarter,2012-03-15
0.4,2011-02-23,2011-12-13,Regular Cash,2011-12-30,Quarter,2011-12-15
0.4,2011-02-23,2011-09-13,Regular Cash,2011-09-30,Quarter,2011-09-15
0.8,2011-02-23,2011-06-13,Regular Cash,2011-06-30,Quarter,2011-06-15
0.001,2010-04-09,2010-04-13,Rights Redemption,2010-04-30,None,2010-04-15
1.5,2010-03-17,2010-04-13,Regular Cash,2010-04-30,Annual,2010-04-15
