Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
-2.4245362661989844e-14,2014-04-16,2014-06-05,Discontinued,,Suspend,
1.0,2013-05-29,2014-05-01,Spinoff,2014-04-30,None,2014-04-22
0.15,2014-02-04,2014-03-05,Regular Cash,2014-03-21,Quarter,2014-03-07
0.15,2013-10-03,2013-12-04,Regular Cash,2013-12-20,Quarter,2013-12-06
0.15,2013-08-08,2013-09-04,Regular Cash,2013-09-20,Quarter,2013-09-06
0.15,2013-04-09,2013-06-05,Regular Cash,2013-06-21,Quarter,2013-06-07
0.15,2013-02-05,2013-02-27,Regular Cash,2013-03-15,Quarter,2013-03-01
0.125,2012-11-15,2012-12-05,Regular Cash,2012-12-21,Quarter,2012-12-07
0.125,2012-07-30,2012-09-05,Regular Cash,2012-09-21,Quarter,2012-09-07
0.125,2012-05-24,2012-05-30,Regular Cash,2012-06-15,Quarter,2012-06-01
0.125,2012-01-26,2012-02-29,Regular Cash,2012-03-16,Quarter,2012-03-02
0.1,2011-11-17,2011-11-30,Regular Cash,2011-12-16,Quarter,2011-12-02
0.1,2011-07-29,2011-08-31,Regular Cash,2011-09-16,Quarter,2011-09-02
0.1,2011-04-20,2011-06-01,Regular Cash,2011-06-17,Quarter,2011-06-03
