Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
3.5,2017-12-06,2017-12-27,Special Cash,2018-01-16,None,2017-12-28
0.66,2017-11-08,2017-12-07,Regular Cash,2017-12-27,Quarter,2017-12-08
0.66,2017-08-02,2017-09-07,Regular Cash,2017-09-25,Quarter,2017-09-08
0.66,2017-05-23,2017-06-07,Regular Cash,2017-06-26,Quarter,2017-06-09
0.66,2017-02-08,2017-03-08,Regular Cash,2017-03-27,Quarter,2017-03-10
3.25,2016-12-07,2016-12-23,Special Cash,2017-01-13,None,2016-12-28
0.6,2016-11-09,2016-12-07,Regular Cash,2016-12-28,Quarter,2016-12-09
0.6,2016-08-03,2016-09-07,Regular Cash,2016-09-26,Quarter,2016-09-09
0.6,2016-05-17,2016-06-08,Regular Cash,2016-06-27,Quarter,2016-06-10
0.6,2016-02-03,2016-03-08,Regular Cash,2016-03-28,Quarter,2016-03-10
2.9,2015-12-09,2015-12-23,Special Cash,2016-01-12,None,2015-12-28
0.5,2015-11-11,2015-12-08,Regular Cash,2015-12-28,Quarter,2015-12-10
0.5,2015-08-05,2015-09-08,Regular Cash,2015-09-25,Quarter,2015-09-10
0.5,2015-05-19,2015-06-08,Regular Cash,2015-06-25,Quarter,2015-06-10
0.5,2015-02-04,2015-03-06,Regular Cash,2015-03-25,Quarter,2015-03-10
2.0,2014-12-10,2014-12-24,Special Cash,2015-01-13,None,2014-12-29
0.47,2014-11-05,2014-12-08,Regular Cash,2014-12-26,Quarter,2014-12-10
0.47,2014-08-06,2014-09-08,Regular Cash,2014-09-25,Quarter,2014-09-10
0.47,2014-05-20,2014-06-06,Regular Cash,2014-06-25,Quarter,2014-06-10
0.47,2014-02-05,2014-03-06,Regular Cash,2014-03-25,Quarter,2014-03-10
2.6,2013-12-11,2013-12-24,Special Cash,2014-01-14,None,2013-12-27
0.45,2013-11-05,2013-12-06,Regular Cash,2013-12-26,Quarter,2013-12-10
0.45,2013-08-07,2013-09-06,Regular Cash,2013-09-25,Quarter,2013-09-10
0.45,2013-05-23,2013-06-06,Regular Cash,2013-06-25,Quarter,2013-06-10
0.45,2013-01-30,2013-03-06,Regular Cash,2013-03-25,Quarter,2013-03-08
1.3,2012-12-05,2012-12-13,Special Cash,2012-12-28,None,2012-12-17
0.45,2012-11-07,2012-12-06,Regular Cash,2012-12-26,Quarter,2012-12-10
0.45,2012-08-08,2012-09-06,Regular Cash,2012-09-25,Quarter,2012-09-10
5.0,2012-05-24,2012-07-23,Stock Split,2012-07-20,None,2012-07-10
0.446,2012-05-24,2012-06-06,Regular Cash,2012-06-25,Quarter,2012-06-08
0.446,2012-02-02,2012-03-07,Regular Cash,2012-03-26,Quarter,2012-03-09
0.6,2012-02-02,2012-03-07,Special Cash,2012-03-26,None,2012-03-09
0.28,2011-12-07,2011-12-15,Regular Cash,2011-12-29,Quarter,2011-12-19
0.28,2011-08-03,2011-09-07,Regular Cash,2011-09-26,Quarter,2011-09-09
0.28,2011-06-09,2011-06-16,Regular Cash,2011-06-27,Quarter,2011-06-20
0.28,2011-02-23,2011-03-08,Regular Cash,2011-03-25,Quarter,2011-03-10
0.23,2010-11-03,2010-12-08,Regular Cash,2010-12-27,Quarter,2010-12-10
0.23,2010-08-13,2010-09-08,Regular Cash,2010-09-27,Quarter,2010-09-10
0.23,2010-05-06,2010-06-08,Regular Cash,2010-06-25,Quarter,2010-06-10
0.23,2010-02-04,2010-03-08,Regular Cash,2010-03-25,Quarter,2010-03-10
