Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.39,2018-01-23,2018-02-01,Regular Cash,2018-03-01,Quarter,2018-02-02
0.39,2017-10-24,2017-11-02,Regular Cash,2017-12-01,Quarter,2017-11-03
0.39,2017-07-25,2017-08-02,Regular Cash,2017-09-01,Quarter,2017-08-04
0.38,2017-04-25,2017-05-03,Regular Cash,2017-06-01,Quarter,2017-05-05
0.38,2017-01-24,2017-02-01,Regular Cash,2017-03-01,Quarter,2017-02-03
0.38,2016-10-25,2016-11-02,Regular Cash,2016-12-01,Quarter,2016-11-04
0.38,2016-07-26,2016-08-03,Regular Cash,2016-09-01,Quarter,2016-08-05
0.38,2016-04-26,2016-05-04,Regular Cash,2016-06-01,Quarter,2016-05-06
0.375,2016-01-26,2016-02-03,Regular Cash,2016-03-01,Quarter,2016-02-05
0.375,2015-10-27,2015-11-04,Regular Cash,2015-12-01,Quarter,2015-11-06
0.375,2015-07-28,2015-08-05,Regular Cash,2015-09-01,Quarter,2015-08-07
0.375,2015-04-28,2015-05-06,Regular Cash,2015-06-01,Quarter,2015-05-08
0.35,2015-01-27,2015-02-04,Regular Cash,2015-03-01,Quarter,2015-02-06
0.35,2014-10-28,2014-11-05,Regular Cash,2014-12-01,Quarter,2014-11-07
0.35,2014-07-22,2014-08-06,Regular Cash,2014-09-01,Quarter,2014-08-08
0.35,2014-03-26,2014-05-07,Regular Cash,2014-06-01,Quarter,2014-05-09
0.3,2014-01-28,2014-02-05,Regular Cash,2014-03-01,Quarter,2014-02-07
0.3,2013-10-22,2013-11-06,Regular Cash,2013-12-01,Quarter,2013-11-08
0.3,2013-07-23,2013-08-07,Regular Cash,2013-09-01,Quarter,2013-08-09
0.3,2013-03-14,2013-05-08,Regular Cash,2013-06-01,Quarter,2013-05-10
0.25,2013-01-22,2013-01-30,Regular Cash,2013-03-01,Quarter,2013-02-01
0.22,2012-10-23,2012-11-07,Regular Cash,2012-12-01,Quarter,2012-11-09
0.22,2012-07-24,2012-08-08,Regular Cash,2012-09-01,Quarter,2012-08-10
0.22,2012-04-24,2012-05-02,Regular Cash,2012-06-01,Quarter,2012-05-04
0.1,2012-03-13,2012-03-22,Special Cash,2012-03-30,None,2012-03-26
0.12,2012-01-24,2012-02-01,Regular Cash,2012-03-01,Quarter,2012-02-03
0.12,2011-10-25,2011-11-02,Regular Cash,2011-12-01,Quarter,2011-11-04
0.12,2011-07-26,2011-08-03,Regular Cash,2011-09-01,Quarter,2011-08-05
0.12,2011-04-20,2011-05-04,Regular Cash,2011-06-01,Quarter,2011-05-06
0.07,2011-03-18,2011-03-24,Special Cash,2011-03-31,None,2011-03-28
0.05,2011-01-25,2011-02-02,Regular Cash,2011-03-01,Quarter,2011-02-04
0.05,2010-10-26,2010-11-03,Regular Cash,2010-12-01,Quarter,2010-11-05
0.05,2010-07-27,2010-08-04,Regular Cash,2010-09-01,Quarter,2010-08-06
0.05,2010-04-27,2010-05-05,Regular Cash,2010-06-01,Quarter,2010-05-07
0.05,2010-01-26,2010-02-03,Regular Cash,2010-03-01,Quarter,2010-02-05
