Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.37,2017-11-15,2017-11-24,Regular Cash,2017-12-12,Quarter,2017-11-27
0.37,2017-08-16,2017-08-24,Regular Cash,2017-09-12,Quarter,2017-08-28
0.37,2017-05-16,2017-05-24,Regular Cash,2017-06-12,Quarter,2017-05-26
0.37,2017-02-17,2017-02-27,Regular Cash,2017-03-15,Quarter,2017-03-01
0.37,2016-11-16,2016-11-23,Regular Cash,2016-12-13,Quarter,2016-11-28
0.37,2016-08-17,2016-08-25,Regular Cash,2016-09-13,Quarter,2016-08-29
0.37,2016-05-19,2016-05-26,Regular Cash,2016-06-15,Quarter,2016-05-31
0.37,2016-02-24,2016-03-03,Regular Cash,2016-03-22,Quarter,2016-03-07
0.37,2015-11-18,2015-11-25,Regular Cash,2015-12-15,Quarter,2015-11-30
4.85,2015-10-01,2015-10-07,Special Cash,2015-10-27,None,2015-10-12
0.37,2015-08-19,2015-08-27,Regular Cash,2015-09-15,Quarter,2015-08-31
0.37,2015-05-05,2015-05-27,Regular Cash,2015-06-12,Quarter,2015-05-29
0.37,2015-02-13,2015-02-25,Regular Cash,2015-03-13,Quarter,2015-02-27
0.33,2014-11-19,2014-11-26,Regular Cash,2014-12-15,Quarter,2014-12-01
0.33,2014-08-20,2014-08-28,Regular Cash,2014-09-17,Quarter,2014-09-02
0.33,2014-05-07,2014-05-28,Regular Cash,2014-06-13,Quarter,2014-05-30
0.33,2014-02-26,2014-03-06,Regular Cash,2014-03-25,Quarter,2014-03-10
0.3,2013-11-20,2013-11-27,Regular Cash,2013-12-16,Quarter,2013-12-02
0.3,2013-08-21,2013-08-29,Regular Cash,2013-09-16,Quarter,2013-09-03
0.3,2013-05-14,2013-05-29,Regular Cash,2013-06-17,Quarter,2013-05-31
0.3,2013-02-27,2013-03-07,Regular Cash,2013-03-22,Quarter,2013-03-11
0.27,2012-11-14,2012-11-28,Regular Cash,2012-12-14,Quarter,2012-11-30
0.27,2012-08-23,2012-08-30,Regular Cash,2012-09-17,Quarter,2012-09-04
0.27,2012-05-10,2012-05-29,Regular Cash,2012-06-15,Quarter,2012-05-31
0.27,2012-02-17,2012-02-28,Regular Cash,2012-03-15,Quarter,2012-03-01
0.23,2011-11-18,2011-11-28,Regular Cash,2011-12-15,Quarter,2011-11-30
0.23,2011-08-25,2011-09-01,Regular Cash,2011-09-15,Quarter,2011-09-06
0.23,2011-05-12,2011-05-26,Regular Cash,2011-06-15,Quarter,2011-05-31
0.23,2011-02-23,2011-03-02,Regular Cash,2011-03-15,Quarter,2011-03-04
0.2,2010-11-18,2010-11-26,Regular Cash,2010-12-15,Quarter,2010-11-30
0.2,2010-08-19,2010-08-27,Regular Cash,2010-09-15,Quarter,2010-08-31
0.2,2010-05-18,2010-05-26,Regular Cash,2010-06-15,Quarter,2010-05-28
0.16,2010-02-19,2010-02-24,Regular Cash,2010-03-15,Quarter,2010-02-26
