Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
1.08,2017-10-10,2017-11-16,Regular Cash,2017-12-01,Quarter,2017-11-17
1.08,2017-07-11,2017-08-16,Regular Cash,2017-09-01,Quarter,2017-08-18
1.025,2017-05-09,2017-05-17,Regular Cash,2017-06-01,Quarter,2017-05-19
1.025,2017-02-14,2017-02-22,Regular Cash,2017-03-06,Quarter,2017-02-24
1.025,2016-10-11,2016-11-17,Regular Cash,2016-12-01,Quarter,2016-11-21
1.025,2016-07-12,2016-08-18,Regular Cash,2016-09-01,Quarter,2016-08-22
0.975,2016-05-10,2016-05-18,Regular Cash,2016-06-01,Quarter,2016-05-20
0.975,2016-02-09,2016-02-17,Regular Cash,2016-03-01,Quarter,2016-02-19
0.975,2015-10-13,2015-11-18,Regular Cash,2015-12-01,Quarter,2015-11-20
0.975,2015-07-14,2015-08-19,Regular Cash,2015-09-01,Quarter,2015-08-21
0.78,2015-05-12,2015-05-19,Regular Cash,2015-06-01,Quarter,2015-05-21
0.78,2015-02-08,2015-02-13,Regular Cash,2015-03-02,Quarter,2015-02-18
0.78,2014-10-14,2014-11-18,Regular Cash,2014-12-01,Quarter,2014-11-20
0.78,2014-07-08,2014-08-20,Regular Cash,2014-09-02,Quarter,2014-08-22
0.625,2014-05-13,2014-05-21,Regular Cash,2014-06-02,Quarter,2014-05-23
0.625,2014-02-11,2014-02-19,Regular Cash,2014-03-03,Quarter,2014-02-21
0.625,2013-10-15,2013-11-19,Regular Cash,2013-12-02,Quarter,2013-11-21
0.625,2013-07-09,2013-08-20,Regular Cash,2013-09-03,Quarter,2013-08-22
0.5,2013-05-14,2013-05-22,Regular Cash,2013-06-03,Quarter,2013-05-24
0.5,2013-02-12,2013-02-20,Regular Cash,2013-03-01,Quarter,2013-02-22
0.5,2012-10-16,2012-11-20,Regular Cash,2012-12-03,Quarter,2012-11-23
0.5,2012-07-10,2012-08-20,Regular Cash,2012-09-01,Quarter,2012-08-22
0.4,2012-05-08,2012-05-16,Regular Cash,2012-06-01,Quarter,2012-05-18
0.4,2012-02-14,2012-02-22,Regular Cash,2012-03-01,Quarter,2012-02-24
0.4,2011-10-17,2011-11-17,Regular Cash,2011-12-01,Quarter,2011-11-21
0.4,2011-07-12,2011-08-18,Regular Cash,2011-09-01,Quarter,2011-08-22
0.2625,2011-05-10,2011-05-18,Regular Cash,2011-06-01,Quarter,2011-05-20
0.2625,2011-02-08,2011-02-16,Regular Cash,2011-03-01,Quarter,2011-02-18
0.2625,2010-10-19,2010-11-18,Regular Cash,2010-12-01,Quarter,2010-11-22
0.2625,2010-07-13,2010-08-19,Regular Cash,2010-09-01,Quarter,2010-08-23
0.175,2010-05-11,2010-05-19,Regular Cash,2010-06-01,Quarter,2010-05-21
0.175,2010-02-09,2010-02-17,Regular Cash,2010-03-01,Quarter,2010-02-19
