Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.4,2018-01-05,2018-02-02,Regular Cash,2018-03-13,Quarter,2018-02-05
0.4,2017-10-24,2017-11-03,Regular Cash,2017-12-13,Quarter,2017-11-06
0.090909,2016-10-05,2017-08-07,Spinoff,2017-08-04,None,2017-07-19
0.4,2017-07-07,2017-08-03,Regular Cash,2017-09-13,Quarter,2017-08-07
0.4,2017-04-25,2017-05-04,Regular Cash,2017-06-13,Quarter,2017-05-08
0.4,2017-01-06,2017-02-02,Regular Cash,2017-03-13,Quarter,2017-02-06
0.4,2016-10-25,2016-11-03,Regular Cash,2016-12-13,Quarter,2016-11-07
0.4,2016-07-07,2016-08-04,Regular Cash,2016-09-13,Quarter,2016-08-08
0.4,2016-04-26,2016-05-05,Regular Cash,2016-06-13,Quarter,2016-05-09
0.375,2016-01-06,2016-02-03,Regular Cash,2016-03-14,Quarter,2016-02-05
0.375,2015-10-27,2015-11-04,Regular Cash,2015-12-11,Quarter,2015-11-06
0.375,2015-07-07,2015-08-05,Regular Cash,2015-09-11,Quarter,2015-08-07
0.375,2015-04-28,2015-05-07,Regular Cash,2015-06-12,Quarter,2015-05-11
0.35,2015-01-06,2015-02-04,Regular Cash,2015-03-13,Quarter,2015-02-06
0.35,2014-10-28,2014-11-05,Regular Cash,2014-12-12,Quarter,2014-11-07
0.35,2014-07-07,2014-08-06,Regular Cash,2014-09-12,Quarter,2014-08-08
0.35,2014-04-22,2014-05-07,Regular Cash,2014-06-13,Quarter,2014-05-09
0.275,2014-01-06,2014-02-04,Regular Cash,2014-03-13,Quarter,2014-02-06
0.275,2013-10-22,2013-11-06,Regular Cash,2013-12-13,Quarter,2013-11-08
0.275,2013-06-25,2013-08-07,Regular Cash,2013-09-13,Quarter,2013-08-09
0.275,2013-04-23,2013-05-07,Regular Cash,2013-06-13,Quarter,2013-05-09
0.185,2013-01-04,2013-02-04,Regular Cash,2013-03-13,Quarter,2013-02-06
0.74,2012-10-23,2012-11-07,Regular Cash,2012-12-14,Annual,2012-11-09
0.74,2011-10-25,2011-11-07,Regular Cash,2011-12-14,Annual,2011-11-09
0.74,2010-10-26,2010-11-05,Regular Cash,2010-12-14,Annual,2010-11-09
