Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
1.05,2017-10-18,2017-12-14,Regular Cash,2017-12-29,Quarter,2017-12-15
0.95,2017-08-03,2017-09-14,Regular Cash,2017-09-29,Quarter,2017-09-15
0.95,2017-05-18,2017-06-14,Regular Cash,2017-06-30,Quarter,2017-06-16
0.95,2017-02-17,2017-03-15,Regular Cash,2017-03-31,Quarter,2017-03-17
0.95,2016-10-20,2016-12-14,Regular Cash,2016-12-30,Quarter,2016-12-16
0.885,2016-08-02,2016-09-14,Regular Cash,2016-09-30,Quarter,2016-09-16
0.885,2016-05-20,2016-06-15,Regular Cash,2016-06-30,Quarter,2016-06-17
0.885,2016-02-18,2016-03-16,Regular Cash,2016-03-31,Quarter,2016-03-18
0.885,2015-10-21,2015-12-16,Regular Cash,2015-12-31,Quarter,2015-12-18
0.82,2015-08-03,2015-09-16,Regular Cash,2015-09-30,Quarter,2015-09-18
0.82,2015-05-29,2015-06-17,Regular Cash,2015-06-30,Quarter,2015-06-19
0.82,2015-02-17,2015-03-18,Regular Cash,2015-03-31,Quarter,2015-03-20
0.82,2014-10-30,2014-12-17,Regular Cash,2014-12-31,Quarter,2014-12-19
0.35,2014-08-08,2014-09-17,Regular Cash,2014-09-30,Quarter,2014-09-19
0.35,2014-05-30,2014-06-18,Regular Cash,2014-06-30,Quarter,2014-06-20
0.35,2013-10-21,2014-03-18,Regular Cash,2014-03-31,Quarter,2014-03-20
