Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.18,2017-05-10,2017-06-28,Regular Cash,2017-07-11,Quarter,2017-06-30
0.14,2017-02-17,2017-04-05,Regular Cash,2017-04-18,Quarter,2017-04-07
0.14,2016-11-02,2017-01-11,Regular Cash,2017-01-24,Quarter,2017-01-13
0.135,2016-09-22,2016-09-29,Regular Cash,2016-10-14,Quarter,2016-10-03
0.135,2016-06-07,2016-06-29,Regular Cash,2016-07-12,Quarter,2016-07-01
0.135,2016-03-10,2016-04-06,Regular Cash,2016-04-19,Quarter,2016-04-08
0.135,2015-11-04,2016-01-13,Regular Cash,2016-01-26,Quarter,2016-01-15
0.13,2015-09-15,2015-09-30,Regular Cash,2015-10-13,Quarter,2015-10-02
0.13,2015-06-09,2015-06-30,Regular Cash,2015-07-14,Quarter,2015-07-02
0.13,2015-03-11,2015-04-08,Regular Cash,2015-04-21,Quarter,2015-04-10
0.13,2014-11-05,2015-01-14,Regular Cash,2015-01-27,Quarter,2015-01-16
0.12,2014-09-11,2014-09-24,Regular Cash,2014-10-07,Quarter,2014-09-26
0.12,2014-06-12,2014-07-01,Regular Cash,2014-07-15,Quarter,2014-07-03
0.12,2014-02-24,2014-04-09,Regular Cash,2014-04-22,Quarter,2014-04-11
0.12,2013-11-06,2014-01-15,Regular Cash,2014-01-28,Quarter,2014-01-17
0.1,2013-09-10,2013-09-25,Regular Cash,2013-10-08,Quarter,2013-09-27
0.1,2013-06-12,2013-07-02,Regular Cash,2013-07-16,Quarter,2013-07-05
2.0,2013-05-07,2013-05-30,Stock Split,2013-05-29,None,2013-05-17
0.1,2013-03-15,2013-04-10,Regular Cash,2013-04-23,Quarter,2013-04-12
0.1,2012-11-07,2013-01-16,Regular Cash,2013-01-29,Quarter,2013-01-18
1.0,2012-11-29,2012-12-06,Special Cash,2012-12-21,None,2012-12-10
0.07,2012-09-06,2012-09-26,Regular Cash,2012-10-09,Quarter,2012-09-28
0.07,2012-05-30,2012-06-27,Regular Cash,2012-07-10,Quarter,2012-06-29
0.07,2012-03-09,2012-04-03,Regular Cash,2012-04-17,Quarter,2012-04-05
0.07,2011-11-02,2012-01-11,Regular Cash,2012-01-24,Quarter,2012-01-13
0.05,2011-09-08,2011-09-15,Regular Cash,2011-09-29,Quarter,2011-09-19
0.05,2011-06-07,2011-06-22,Regular Cash,2011-07-05,Quarter,2011-06-24
0.05,2011-02-28,2011-04-08,Regular Cash,2011-04-22,Quarter,2011-04-12
0.05,2010-12-08,2011-01-06,Regular Cash,2011-01-20,Quarter,2011-01-10
