Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
2.0,2015-11-19,2015-12-14,Stock Split,2015-12-11,None,2015-11-30
2.0,2010-04-12,2010-05-28,Stock Split,2010-05-27,None,2010-05-14
