Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.36,2014-12-19,2014-12-30,Regular Cash,2015-01-16,Quarter,2015-01-02
0.36,2014-09-17,2014-10-03,Regular Cash,2014-11-06,Quarter,2014-10-07
0.32,2014-07-16,2014-07-25,Regular Cash,2014-08-19,Quarter,2014-07-29
0.32,2014-03-19,2014-04-03,Regular Cash,2014-05-05,Quarter,2014-04-07
0.32,2014-01-16,2014-01-24,Regular Cash,2014-02-20,Quarter,2014-01-28
0.32,2013-09-19,2013-10-08,Regular Cash,2013-11-05,Quarter,2013-10-10
0.26,2013-07-17,2013-07-26,Regular Cash,2013-08-15,Quarter,2013-07-30
0.125,2011-12-15,2013-07-01,Spinoff,2013-06-28,None,2013-06-19
0.26,2013-03-21,2013-04-02,Regular Cash,2013-05-03,Quarter,2013-04-04
0.26,2012-12-04,2012-12-12,Regular Cash,2012-12-27,Quarter,2012-12-14
0.26,2012-09-20,2012-10-09,Regular Cash,2012-11-05,Quarter,2012-10-11
0.225,2012-07-18,2012-07-26,Regular Cash,2012-08-16,Quarter,2012-07-30
0.225,2012-03-14,2012-04-02,Regular Cash,2012-05-07,Quarter,2012-04-04
0.225,2012-01-19,2012-01-26,Regular Cash,2012-02-22,Quarter,2012-01-30
0.225,2011-09-22,2011-10-11,Regular Cash,2011-11-04,Quarter,2011-10-13
0.2,2011-07-20,2011-07-28,Regular Cash,2011-08-19,Quarter,2011-08-01
0.2,2011-03-15,2011-04-05,Regular Cash,2011-05-06,Quarter,2011-04-07
100.0,2011-01-24,2011-03-21,Stock Split,,None,
0.01,2011-01-24,2011-03-21,Stock Split,,None,
0.2,2011-01-20,2011-01-27,Regular Cash,2011-02-22,Quarter,2011-01-31
0.2,2010-09-23,2010-09-30,Regular Cash,2010-11-08,Quarter,2010-10-04
0.18,2010-07-21,2010-07-29,Regular Cash,2010-08-20,Quarter,2010-08-02
0.18,2010-03-16,2010-04-13,Regular Cash,2010-05-14,Quarter,2010-04-15
0.18,2010-01-21,2010-01-28,Regular Cash,2010-02-23,Quarter,2010-02-01
