Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.33,2017-10-31,2017-11-10,Regular Cash,2017-12-04,Quarter,2017-11-13
0.33,2017-08-01,2017-08-10,Regular Cash,2017-09-05,Quarter,2017-08-14
0.33,2017-04-19,2017-05-11,Regular Cash,2017-06-05,Quarter,2017-05-15
0.33,2017-01-31,2017-02-09,Regular Cash,2017-03-06,Quarter,2017-02-13
0.33,2016-10-31,2016-11-09,Regular Cash,2016-12-05,Quarter,2016-11-14
0.33,2016-08-02,2016-08-11,Regular Cash,2016-09-06,Quarter,2016-08-15
0.33,2016-04-21,2016-05-12,Regular Cash,2016-06-06,Quarter,2016-05-16
0.33,2016-02-01,2016-02-11,Regular Cash,2016-03-07,Quarter,2016-02-16
0.33,2015-11-02,2015-11-12,Regular Cash,2015-12-07,Quarter,2015-11-16
0.33,2015-08-03,2015-08-13,Regular Cash,2015-09-08,Quarter,2015-08-17
0.33,2015-04-22,2015-05-15,Regular Cash,2015-06-08,Quarter,2015-05-19
0.3,2015-02-03,2015-02-12,Regular Cash,2015-03-09,Quarter,2015-02-17
0.3,2014-11-04,2014-11-13,Regular Cash,2014-12-08,Quarter,2014-11-17
0.3,2014-08-01,2014-08-07,Regular Cash,2014-09-02,Quarter,2014-08-11
0.3,2014-04-17,2014-05-08,Regular Cash,2014-06-02,Quarter,2014-05-12
0.3,2014-01-28,2014-02-06,Regular Cash,2014-03-03,Quarter,2014-02-10
0.3,2013-10-22,2013-11-07,Regular Cash,2013-12-02,Quarter,2013-11-12
0.3,2013-07-31,2013-08-08,Regular Cash,2013-09-03,Quarter,2013-08-12
0.3,2013-04-18,2013-05-09,Regular Cash,2013-06-03,Quarter,2013-05-13
0.3,2013-01-29,2013-02-07,Regular Cash,2013-03-04,Quarter,2013-02-11
0.3,2012-10-23,2012-11-07,Regular Cash,2012-12-03,Quarter,2012-11-12
0.3,2012-07-25,2012-08-09,Regular Cash,2012-09-04,Quarter,2012-08-13
0.3,2012-04-18,2012-05-10,Regular Cash,2012-06-04,Quarter,2012-05-14
0.24,2012-02-06,2012-02-16,Regular Cash,2012-03-05,Quarter,2012-02-21
0.24,2011-10-25,2011-11-09,Regular Cash,2011-12-05,Quarter,2011-11-14
0.24,2011-07-25,2011-08-11,Regular Cash,2011-09-06,Quarter,2011-08-15
0.24,2011-04-20,2011-05-12,Regular Cash,2011-06-06,Quarter,2011-05-16
0.24,2011-01-17,2011-02-10,Regular Cash,2011-03-07,Quarter,2011-02-14
0.24,2010-10-25,2010-11-10,Regular Cash,2010-12-06,Quarter,2010-11-15
0.24,2010-07-27,2010-08-12,Regular Cash,2010-09-07,Quarter,2010-08-16
0.24,2010-04-26,2010-05-13,Regular Cash,2010-06-07,Quarter,2010-05-17
0.24,2010-01-19,2010-02-10,Regular Cash,2010-03-08,Quarter,2010-02-15
