Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.7,2017-09-06,2017-11-10,Regular Cash,2017-12-01,Quarter,2017-11-13
0.7,2017-06-07,2017-08-16,Regular Cash,2017-09-01,Quarter,2017-08-18
0.7,2017-03-01,2017-05-17,Regular Cash,2017-06-01,Quarter,2017-05-19
0.7,2016-12-06,2017-02-09,Regular Cash,2017-03-01,Quarter,2017-02-13
0.7,2016-09-07,2016-11-08,Regular Cash,2016-12-01,Quarter,2016-11-11
0.7,2016-06-01,2016-08-11,Regular Cash,2016-09-01,Quarter,2016-08-15
0.6875,2016-03-02,2016-05-11,Regular Cash,2016-06-01,Quarter,2016-05-13
0.6875,2015-12-01,2016-02-10,Regular Cash,2016-03-01,Quarter,2016-02-15
0.6875,2015-09-02,2015-11-10,Regular Cash,2015-12-01,Quarter,2015-11-13
0.6875,2015-06-03,2015-08-12,Regular Cash,2015-09-01,Quarter,2015-08-14
0.6875,2015-03-04,2015-05-13,Regular Cash,2015-06-01,Quarter,2015-05-15
0.6875,2014-12-03,2015-02-11,Regular Cash,2015-03-02,Quarter,2015-02-13
0.6875,2014-09-03,2014-11-12,Regular Cash,2014-12-01,Quarter,2014-11-14
0.6875,2014-06-04,2014-08-13,Regular Cash,2014-09-02,Quarter,2014-08-15
0.625,2014-03-05,2014-05-13,Regular Cash,2014-06-02,Quarter,2014-05-15
0.625,2013-12-03,2014-02-12,Regular Cash,2014-03-03,Quarter,2014-02-14
0.5,2013-09-04,2013-11-13,Regular Cash,2013-12-02,Quarter,2013-11-15
0.5,2013-06-05,2013-08-13,Regular Cash,2013-08-30,Quarter,2013-08-15
0.15,2013-03-07,2013-05-13,Regular Cash,2013-05-31,Quarter,2013-05-15
0.15,2012-12-04,2013-02-13,Regular Cash,2013-03-01,Quarter,2013-02-15
0.07,2012-09-05,2012-11-13,Regular Cash,2012-11-30,Quarter,2012-11-15
0.07,2012-06-06,2012-08-13,Regular Cash,2012-08-31,Quarter,2012-08-15
0.07,2012-03-07,2012-05-11,Regular Cash,2012-06-01,Quarter,2012-05-15
0.07,2011-12-06,2012-02-13,Regular Cash,2012-03-01,Quarter,2012-02-15
0.07,2011-09-07,2011-11-10,Regular Cash,2011-12-01,Quarter,2011-11-15
0.07,2011-06-01,2011-08-11,Regular Cash,2011-09-01,Quarter,2011-08-15
0.06,2011-03-02,2011-05-11,Regular Cash,2011-06-01,Quarter,2011-05-13
0.06,2010-12-07,2011-02-11,Regular Cash,2011-03-01,Quarter,2011-02-15
0.06,2010-09-01,2010-11-10,Regular Cash,2010-12-01,Quarter,2010-11-15
0.06,2010-06-02,2010-08-11,Regular Cash,2010-09-01,Quarter,2010-08-13
0.05,2010-03-04,2010-05-12,Regular Cash,2010-06-01,Quarter,2010-05-14
0.05,2009-12-01,2010-02-10,Regular Cash,2010-03-01,Quarter,2010-02-15
