Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.5,2017-11-14,2017-12-05,Regular Cash,2018-01-10,Quarter,2017-12-06
0.45,2017-08-07,2017-09-12,Regular Cash,2017-10-04,Quarter,2017-09-13
0.45,2017-05-12,2017-06-05,Regular Cash,2017-06-28,Quarter,2017-06-07
0.45,2017-02-09,2017-03-06,Regular Cash,2017-03-29,Quarter,2017-03-08
0.45,2016-11-18,2016-12-12,Regular Cash,2017-01-04,Quarter,2016-12-14
0.3,2016-09-01,2016-09-12,Regular Cash,2016-09-28,Quarter,2016-09-14
0.3,2016-05-13,2016-06-06,Regular Cash,2016-06-29,Quarter,2016-06-08
0.3,2016-02-19,2016-03-07,Regular Cash,2016-04-06,Quarter,2016-03-09
0.3,2015-11-06,2015-12-07,Regular Cash,2016-01-06,Quarter,2015-12-09
0.3,2015-08-27,2015-09-04,Regular Cash,2015-09-30,Quarter,2015-09-09
0.3,2015-05-18,2015-06-08,Regular Cash,2015-07-01,Quarter,2015-06-10
0.18,2015-02-11,2015-03-09,Regular Cash,2015-04-01,Quarter,2015-03-11
0.18,2014-11-10,2014-12-08,Regular Cash,2015-01-07,Quarter,2014-12-10
0.18,2014-08-28,2014-09-08,Regular Cash,2014-10-01,Quarter,2014-09-10
0.18,2014-04-29,2014-06-09,Regular Cash,2014-07-02,Quarter,2014-06-11
