Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.15,2017-11-13,2018-01-04,Regular Cash,2018-02-01,Quarter,2018-01-05
0.15,2017-08-28,2017-10-05,Regular Cash,2017-11-01,Quarter,2017-10-06
0.15,2017-05-18,2017-06-30,Regular Cash,2017-08-01,Quarter,2017-07-05
0.15,2017-02-28,2017-03-30,Regular Cash,2017-05-01,Quarter,2017-04-03
0.14,2016-11-11,2017-01-04,Regular Cash,2017-02-01,Quarter,2017-01-06
0.14,2016-09-08,2016-10-05,Regular Cash,2016-11-01,Quarter,2016-10-07
0.14,2016-05-20,2016-06-29,Regular Cash,2016-08-01,Quarter,2016-07-01
0.14,2016-03-01,2016-03-31,Regular Cash,2016-04-29,Quarter,2016-04-04
0.135,2015-11-09,2016-01-04,Regular Cash,2016-02-01,Quarter,2016-01-06
0.135,2015-09-14,2015-09-30,Regular Cash,2015-10-30,Quarter,2015-10-02
0.135,2015-05-21,2015-06-30,Regular Cash,2015-07-31,Quarter,2015-07-02
0.135,2015-03-18,2015-03-31,Regular Cash,2015-05-01,Quarter,2015-04-02
0.1267,2014-11-11,2014-12-31,Regular Cash,2015-01-30,Quarter,2015-01-05
0.1267,2014-08-20,2014-10-01,Regular Cash,2014-10-31,Quarter,2014-10-03
1.5,2014-04-29,2014-07-02,Stock Split,2014-07-01,None,2014-06-02
0.126667,2014-04-29,2014-05-29,Regular Cash,2014-08-01,Quarter,2014-06-02
0.126667,2014-03-17,2014-04-01,Regular Cash,2014-05-01,Quarter,2014-04-03
0.113333,2013-11-08,2013-12-31,Regular Cash,2014-01-31,Quarter,2014-01-03
0.113333,2013-08-15,2013-10-02,Regular Cash,2013-11-01,Quarter,2013-10-04
0.113333,2013-04-29,2013-07-02,Regular Cash,2013-08-01,Quarter,2013-07-05
0.113333,2013-03-07,2013-04-03,Regular Cash,2013-05-01,Quarter,2013-04-05
0.1,2012-11-26,2013-01-02,Regular Cash,2013-02-01,Quarter,2013-01-04
0.1,2012-08-09,2012-10-03,Regular Cash,2012-11-01,Quarter,2012-10-05
0.1,2012-06-19,2012-07-03,Regular Cash,2012-08-01,Quarter,2012-07-06
0.1,2012-02-23,2012-04-03,Regular Cash,2012-05-01,Quarter,2012-04-05
0.08,2011-11-11,2012-01-04,Regular Cash,2012-02-01,Quarter,2012-01-06
0.08,2011-08-12,2011-10-05,Regular Cash,2011-11-01,Quarter,2011-10-07
1.5,2011-05-02,2011-07-05,Stock Split,2011-07-01,None,2011-06-01
0.073333,2011-05-02,2011-05-27,Regular Cash,2011-08-01,Quarter,2011-06-01
0.071111,2011-03-02,2011-03-30,Regular Cash,2011-04-29,Quarter,2011-04-01
0.071111,2010-12-06,2011-01-04,Regular Cash,2011-02-01,Quarter,2011-01-06
0.071111,2010-08-12,2010-09-29,Regular Cash,2010-11-01,Quarter,2010-10-02
0.066667,2010-06-24,2010-06-30,Regular Cash,2010-07-30,Quarter,2010-07-02
0.066667,2010-03-01,2010-03-30,Regular Cash,2010-04-30,Quarter,2010-04-02
0.066667,2009-10-23,2010-01-04,Regular Cash,2010-02-01,Quarter,2010-01-06
