Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.23,2017-12-12,2017-12-22,Regular Cash,2018-01-10,Quarter,2017-12-26
0.2,2017-08-23,2017-09-28,Regular Cash,2017-10-13,Quarter,2017-09-29
0.2,2017-06-14,2017-06-28,Regular Cash,2017-07-14,Quarter,2017-06-30
0.2,2017-02-15,2017-03-29,Regular Cash,2017-04-13,Quarter,2017-03-31
0.2,2016-12-13,2016-12-28,Regular Cash,2017-01-13,Quarter,2016-12-30
0.18,2016-09-06,2016-09-28,Regular Cash,2016-10-14,Quarter,2016-09-30
0.18,2016-06-14,2016-06-28,Regular Cash,2016-07-15,Quarter,2016-06-30
0.18,2016-02-17,2016-03-29,Regular Cash,2016-04-15,Quarter,2016-03-31
0.18,2015-12-15,2015-12-24,Regular Cash,2016-01-13,Quarter,2015-12-29
0.15,2015-09-16,2015-09-28,Regular Cash,2015-10-15,Quarter,2015-09-30
0.15,2015-06-16,2015-06-26,Regular Cash,2015-07-15,Quarter,2015-06-30
0.15,2015-03-11,2015-03-27,Regular Cash,2015-04-15,Quarter,2015-03-31
0.5,2014-12-03,2014-12-29,Special Cash,2015-01-09,None,2014-12-31
0.15,2014-12-03,2014-12-29,Regular Cash,2015-01-09,Quarter,2014-12-31
0.12,2014-09-17,2014-09-26,Regular Cash,2014-10-10,Quarter,2014-09-30
0.12,2014-06-18,2014-06-26,Regular Cash,2014-07-11,Quarter,2014-06-30
0.12,2014-03-12,2014-03-27,Regular Cash,2014-04-11,Quarter,2014-03-31
0.12,2013-12-10,2013-12-27,Regular Cash,2014-01-10,Quarter,2013-12-31
0.1,2013-09-12,2013-09-26,Regular Cash,2013-10-11,Quarter,2013-09-30
3.0,2013-06-13,2013-07-26,Stock Split,2013-07-25,None,2013-07-12
0.096667,2013-06-13,2013-06-20,Regular Cash,2013-07-08,Quarter,2013-06-24
0.096667,2013-03-13,2013-03-26,Regular Cash,2013-04-12,Quarter,2013-03-28
0.096667,2012-12-03,2012-12-12,Regular Cash,2012-12-31,Quarter,2012-12-14
1.0,2012-11-16,2012-12-04,Special Cash,2012-12-20,None,2012-12-06
0.09,2012-09-13,2012-09-26,Regular Cash,2012-10-12,Quarter,2012-09-28
0.09,2012-06-19,2012-06-27,Regular Cash,2012-07-13,Quarter,2012-06-29
0.09,2012-03-14,2012-03-28,Regular Cash,2012-04-13,Quarter,2012-03-30
0.09,2011-12-08,2011-12-15,Regular Cash,2011-12-30,Quarter,2011-12-19
0.666667,2011-12-08,2011-12-15,Special Cash,2011-12-30,None,2011-12-19
0.083333,2011-09-15,2011-09-28,Regular Cash,2011-10-14,Quarter,2011-09-30
0.083333,2011-06-14,2011-06-28,Regular Cash,2011-07-15,Quarter,2011-06-30
0.083333,2011-03-15,2011-03-29,Regular Cash,2011-04-15,Quarter,2011-03-31
0.083333,2010-12-16,2010-12-29,Regular Cash,2011-01-07,Quarter,2010-12-31
0.073333,2010-09-16,2010-09-28,Regular Cash,2010-10-08,Quarter,2010-09-30
0.073333,2010-06-15,2010-06-28,Regular Cash,2010-07-09,Quarter,2010-06-30
0.073333,2010-03-16,2010-03-29,Regular Cash,2010-04-09,Quarter,2010-03-31
